GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Type,Value
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,Average Total Expenses,123000
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,EER,56.5
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,Estimated Population,150
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,1487
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,Median Income Before Tax,93600
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,Sample Count,100
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Car and Travel,1200
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Employee,77900
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Interest,400
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Net Capital Allowances,600
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Office and General Business,19500
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Other,10200
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Premises,12400
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Tot Expenses,122200
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,210200
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,88000
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Average Total Expenses,122200
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,EER,58.1
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Estimated Population,50
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,3123
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Median Income Before Tax,86200
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,>=60,All,All,All,All,,,,,Sample Count,50
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Car and Travel,5.9
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Employee,1.1
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Interest,59.9
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Net Capital Allowances,5.5
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Other,1.3
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,%Zero Premises,0.8
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Car and Travel,1100
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Employee,67600
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Interest,800
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Net Capital Allowances,900
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Office and General Business,18700
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Other,11900
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Premises,14500
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Tot Expenses,115500
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Tot Gross Earnings,203000
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Tot Income Before Tax,87400
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Average Total Expenses,115500
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,EER,56.9
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Estimated Population,600
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Income Before Tax Standard Error,619
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Median Income Before Tax,83100
Contractor,GPMS,Northern Ireland,Non-dispensing,Female,All,All,All,All,All,,,,,Sample Count,450
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Car and Travel,1000
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Employee,76900
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Interest,1100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Net Capital Allowances,1000
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Office and General Business,18500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Other,12900
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Premises,17700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Tot Expenses,129200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Tot Gross Earnings,231700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Tot Income Before Tax,102600
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Average Total Expenses,129200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,EER,55.7
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Estimated Population,100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Income Before Tax Standard Error,1450
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Median Income Before Tax,106100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,<40,All,All,All,All,,,,,Sample Count,100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Car and Travel,1500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Employee,83600
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Interest,900
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Net Capital Allowances,1600
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Office and General Business,24000
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Other,16900
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Premises,17300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Tot Expenses,145800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,257600
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,111700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Average Total Expenses,145800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,EER,56.6
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Estimated Population,150
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,1271
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Median Income Before Tax,110100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,Sample Count,150
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Car and Travel,1800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Employee,89800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Interest,1200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Net Capital Allowances,1500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Office and General Business,25700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Other,15300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Premises,18900
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Tot Expenses,154200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,281700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,127500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Average Total Expenses,154200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,EER,54.7
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Estimated Population,200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,1783
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Median Income Before Tax,119000
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,Sample Count,150
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Car and Travel,2300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Employee,73600
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Interest,700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Net Capital Allowances,1500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Office and General Business,19200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Other,16300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Premises,15300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Tot Expenses,128800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,229300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,100500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Average Total Expenses,128800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,EER,56.2
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Estimated Population,50
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,3220
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Median Income Before Tax,98300
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,>=60,All,All,All,All,,,,,Sample Count,50
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Car and Travel,6.2
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Employee,1.5
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Interest,58.4
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Net Capital Allowances,3.5
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Office and General Business,0.2
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Other,1.5
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,%Zero Premises,0.7
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Car and Travel,1600
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Employee,83200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Interest,1000
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Net Capital Allowances,1400
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Office and General Business,22800
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Other,15400
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Premises,17700
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Tot Expenses,143100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Tot Gross Earnings,257000
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Tot Income Before Tax,113900
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Average Total Expenses,143100
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,EER,55.7
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Estimated Population,500
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Income Before Tax Standard Error,914
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Median Income Before Tax,110200
Contractor,GPMS,Northern Ireland,Non-dispensing,Male,All,All,All,All,All,,,,,Sample Count,400
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Car and Travel,19.9
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Employee,1.3
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Interest,52.9
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Net Capital Allowances,12
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Other,0
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,%Zero Premises,0
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Car and Travel,600
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Employee,84100
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Interest,1000
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Net Capital Allowances,800
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Office and General Business,7500
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Other,10400
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Premises,18100
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Tot Expenses,122500
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Tot Gross Earnings,221100
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Tot Income Before Tax,98600
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Average Total Expenses,122500
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,EER,55.4
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Estimated Population,750
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Income Before Tax Standard Error,918
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Median Income Before Tax,96500
Contractor,GPMS,Scotland,All,All,<40,All,All,All,All,,,,,Sample Count,450
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Car and Travel,20.6
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Employee,0.5
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Interest,53.3
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Net Capital Allowances,8.8
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Other,0
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,%Zero Premises,0
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Car and Travel,700
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Employee,94100
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Interest,1000
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Net Capital Allowances,1300
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Office and General Business,8400
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Other,12600
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Premises,19500
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Expenses,137600
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Gross Earnings,244700
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Tot Income Before Tax,107100
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Average Total Expenses,137600
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,EER,56.2
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Estimated Population,1250
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Income Before Tax Standard Error,782
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Median Income Before Tax,103500
Contractor,GPMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,Sample Count,800
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Car and Travel,21.3
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Employee,0.6
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Interest,55
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Net Capital Allowances,9.4
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Other,0.1
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,%Zero Premises,0.1
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Car and Travel,800
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Employee,97200
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Interest,1000
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Net Capital Allowances,900
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Office and General Business,8600
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Other,12700
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Premises,20200
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Expenses,141400
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Gross Earnings,252400
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Tot Income Before Tax,111000
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Average Total Expenses,141400
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,EER,56
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Estimated Population,1150
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Income Before Tax Standard Error,826
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Median Income Before Tax,107600
Contractor,GPMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,Sample Count,750
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Car and Travel,12.8
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Employee,0.9
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Interest,62.2
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Net Capital Allowances,13.8
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Other,0
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,%Zero Premises,0.9
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Car and Travel,1200
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Employee,85700
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Interest,400
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Net Capital Allowances,1400
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Office and General Business,8000
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Other,15300
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Premises,14700
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Tot Expenses,126900
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Tot Gross Earnings,226300
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Tot Income Before Tax,99500
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Average Total Expenses,126900
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,EER,56.1
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Estimated Population,200
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Income Before Tax Standard Error,2756
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Median Income Before Tax,100500
Contractor,GPMS,Scotland,All,All,>=60,All,All,All,All,,,,,Sample Count,100
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Car and Travel,16.7
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Employee,1.9
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Interest,55
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Net Capital Allowances,6.6
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Other,0
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,%Zero Premises,0
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Car and Travel,600
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Employee,90100
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Interest,1200
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Net Capital Allowances,1000
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Office and General Business,8000
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Other,10000
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Premises,20100
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Expenses,130900
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Gross Earnings,241000
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Tot Income Before Tax,110100
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Average Total Expenses,130900
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,EER,54.3
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Estimated Population,700
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Income Before Tax Standard Error,1013
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Median Income Before Tax,106900
Contractor,GPMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,Sample Count,450
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Car and Travel,63
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Employee,0
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Interest,29.7
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Net Capital Allowances,0
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Office and General Business,0
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Other,0
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,%Zero Premises,0
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Car and Travel,200
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Employee,153700
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Interest,900
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Net Capital Allowances,1300
Contractor,GPMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,Average Office and General Business,9300
