GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Type,Value
Contractor,GPMS,UK,Dispensing,,,,,,,>=200000<250000,,,Count_of_GPs,630
Contractor,GPMS,UK,Dispensing,,,,,,,>=200000<250000,,,Cumulative_Percentage_of_GPs_%,45.4
Contractor,GPMS,UK,Dispensing,,,,,,,>=200000<250000,,,Percentage_of_GPs_%,15.6
Contractor,GPMS,UK,Dispensing,,,,,,,>=250000<300000,,,Count_of_GPs,510
Contractor,GPMS,UK,Dispensing,,,,,,,>=250000<300000,,,Cumulative_Percentage_of_GPs_%,58
Contractor,GPMS,UK,Dispensing,,,,,,,>=250000<300000,,,Percentage_of_GPs_%,12.6
Contractor,GPMS,UK,Dispensing,,,,,,,>=300000<350000,,,Count_of_GPs,510
Contractor,GPMS,UK,Dispensing,,,,,,,>=300000<350000,,,Cumulative_Percentage_of_GPs_%,70.6
Contractor,GPMS,UK,Dispensing,,,,,,,>=300000<350000,,,Percentage_of_GPs_%,12.5
Contractor,GPMS,UK,Dispensing,,,,,,,>=350000<400000,,,Count_of_GPs,360
Contractor,GPMS,UK,Dispensing,,,,,,,>=350000<400000,,,Cumulative_Percentage_of_GPs_%,79.3
Contractor,GPMS,UK,Dispensing,,,,,,,>=350000<400000,,,Percentage_of_GPs_%,8.8
Contractor,GPMS,UK,Dispensing,,,,,,,>=400000,,,Count_of_GPs,840
Contractor,GPMS,UK,Dispensing,,,,,,,>=400000,,,Cumulative_Percentage_of_GPs_%,100
Contractor,GPMS,UK,Dispensing,,,,,,,>=400000,,,Percentage_of_GPs_%,20.7
Contractor,GPMS,UK,Dispensing,,,,,,,>0<100000 ,,,Count_of_GPs,230
Contractor,GPMS,UK,Dispensing,,,,,,,>0<100000 ,,,Cumulative_Percentage_of_GPs_%,5.7
Contractor,GPMS,UK,Dispensing,,,,,,,>0<100000 ,,,Percentage_of_GPs_%,5.7
Contractor,GPMS,UK,Dispensing,,,,,,,TOTAL,,,Count_of_GPs,4060
Contractor,GPMS,UK,Dispensing,,,,,,,TOTAL,,,Percentage_of_GPs_%,100
Contractor,GPMS,UK,Dispensing,,,,,,>=150000<200000,,,,Count_of_GPs,220
Contractor,GPMS,UK,Dispensing,,,,,,>=150000<200000,,,,Cumulative_Percentage_of_GPs_%,9.4
Contractor,GPMS,UK,Dispensing,,,,,,>=150000<200000,,,,Percentage_of_GPs_%,5.4
Contractor,GPMS,UK,Dispensing,,,,,,>=200000<250000,,,,Count_of_GPs,350
Contractor,GPMS,UK,Dispensing,,,,,,>=200000<250000,,,,Cumulative_Percentage_of_GPs_%,17.9
Contractor,GPMS,UK,Dispensing,,,,,,>=200000<250000,,,,Percentage_of_GPs_%,8.5
Contractor,GPMS,UK,Dispensing,,,,,,>=250000<300000,,,,Count_of_GPs,470
Contractor,GPMS,UK,Dispensing,,,,,,>=250000<300000,,,,Cumulative_Percentage_of_GPs_%,29.6
Contractor,GPMS,UK,Dispensing,,,,,,>=250000<300000,,,,Percentage_of_GPs_%,11.7
Contractor,GPMS,UK,Dispensing,,,,,,>=300000<350000,,,,Count_of_GPs,460
Contractor,GPMS,UK,Dispensing,,,,,,>=300000<350000,,,,Cumulative_Percentage_of_GPs_%,40.9
Contractor,GPMS,UK,Dispensing,,,,,,>=300000<350000,,,,Percentage_of_GPs_%,11.3
Contractor,GPMS,UK,Dispensing,,,,,,>=350000<400000,,,,Count_of_GPs,520
Contractor,GPMS,UK,Dispensing,,,,,,>=350000<400000,,,,Cumulative_Percentage_of_GPs_%,53.7
Contractor,GPMS,UK,Dispensing,,,,,,>=350000<400000,,,,Percentage_of_GPs_%,12.8
Contractor,GPMS,UK,Dispensing,,,,,,>=400000<450000,,,,Count_of_GPs,460
Contractor,GPMS,UK,Dispensing,,,,,,>=400000<450000,,,,Cumulative_Percentage_of_GPs_%,65
Contractor,GPMS,UK,Dispensing,,,,,,>=400000<450000,,,,Percentage_of_GPs_%,11.3
Contractor,GPMS,UK,Dispensing,,,,,,>=450000<500000,,,,Count_of_GPs,330
Contractor,GPMS,UK,Dispensing,,,,,,>=450000<500000,,,,Cumulative_Percentage_of_GPs_%,73.2
Contractor,GPMS,UK,Dispensing,,,,,,>=450000<500000,,,,Percentage_of_GPs_%,8.2
Contractor,GPMS,UK,Dispensing,,,,,,>=500000<550000,,,,Count_of_GPs,280
Contractor,GPMS,UK,Dispensing,,,,,,>=500000<550000,,,,Cumulative_Percentage_of_GPs_%,80
Contractor,GPMS,UK,Dispensing,,,,,,>=500000<550000,,,,Percentage_of_GPs_%,6.8
Contractor,GPMS,UK,Dispensing,,,,,,>=550000<600000,,,,Count_of_GPs,190
Contractor,GPMS,UK,Dispensing,,,,,,>=550000<600000,,,,Cumulative_Percentage_of_GPs_%,84.6
Contractor,GPMS,UK,Dispensing,,,,,,>=550000<600000,,,,Percentage_of_GPs_%,4.6
Contractor,GPMS,UK,Dispensing,,,,,,>=600000,,,,Count_of_GPs,620
Contractor,GPMS,UK,Dispensing,,,,,,>=600000,,,,Cumulative_Percentage_of_GPs_%,100
Contractor,GPMS,UK,Dispensing,,,,,,>=600000,,,,Percentage_of_GPs_%,15.4
Contractor,GPMS,UK,Dispensing,,,,,,>0<150000 ,,,,Count_of_GPs,160
Contractor,GPMS,UK,Dispensing,,,,,,>0<150000 ,,,,Cumulative_Percentage_of_GPs_%,4
Contractor,GPMS,UK,Dispensing,,,,,,>0<150000 ,,,,Percentage_of_GPs_%,4
Contractor,GPMS,UK,Dispensing,,,,,,TOTAL,,,,Count_of_GPs,4060
Contractor,GPMS,UK,Dispensing,,,,,,TOTAL,,,,Percentage_of_GPs_%,100
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Car and Travel,9.5
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Employee,0.3
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Interest,24.7
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Net Capital Allowances,1.1
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Office and General Business,0.3
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Other,0
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,%Zero Premises,0.3
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Car and Travel,1000
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Employee,159300
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Interest,4200
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Net Capital Allowances,1900
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Office and General Business,25000
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Other,93100
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Premises,25900
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Tot Expenses,310400
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Tot Gross Earnings,427000
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Tot Income Before Tax,116600
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Average Total Expenses,310400
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,EER,72.7
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Estimated Population,1500
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Income Before Tax Standard Error,1119
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Median Income Before Tax,110600
Contractor,GPMS,UK,Dispensing,All,Age 40 to 49,All,All,All,,,,,Sample Count,800
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Car and Travel,9.4
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Employee,0.5
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Interest,31.2
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Net Capital Allowances,1.5
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Office and General Business,0.1
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Other,0.3
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,%Zero Premises,0.1
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Car and Travel,1200
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Employee,157900
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Interest,3600
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Net Capital Allowances,2000
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Office and General Business,24900
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Other,99800
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Premises,25500
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Tot Expenses,314800
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Tot Gross Earnings,442400
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Tot Income Before Tax,127600
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Average Total Expenses,314800
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,EER,71.2
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Estimated Population,1550
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Income Before Tax Standard Error,1376
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Median Income Before Tax,118500
Contractor,GPMS,UK,Dispensing,All,Age 50 to 59,All,All,All,,,,,Sample Count,850
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Car and Travel,12.2
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Employee,2.3
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Interest,36.2
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Net Capital Allowances,4.1
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Office and General Business,0.9
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Other,0
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,%Zero Premises,1.5
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Car and Travel,1300
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Employee,140700
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Interest,2900
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Net Capital Allowances,1700
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Office and General Business,22300
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Other,77900
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Premises,25600
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Tot Expenses,272400
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Tot Gross Earnings,389700
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Tot Income Before Tax,117300
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Average Total Expenses,272400
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,EER,69.9
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Estimated Population,200
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Income Before Tax Standard Error,3800
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Median Income Before Tax,109200
Contractor,GPMS,UK,Dispensing,All,Age over 60,All,All,All,,,,,Sample Count,100
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Car and Travel,8.7
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Employee,1.3
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Interest,24
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Net Capital Allowances,1.8
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Office and General Business,0.5
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Other,0.8
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,%Zero Premises,1
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Car and Travel,900
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Employee,137900
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Interest,4700
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Net Capital Allowances,1900
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Office and General Business,22100
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Other,76400
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Premises,22600
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Tot Expenses,266500
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Tot Gross Earnings,376800
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Tot Income Before Tax,110300
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Average Total Expenses,266500
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,EER,70.7
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Estimated Population,750
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Income Before Tax Standard Error,1512
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Median Income Before Tax,106800
Contractor,GPMS,UK,Dispensing,All,Age under 40,All,All,All,,,,,Sample Count,400
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Car and Travel,9.4
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Employee,0.7
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Interest,26.4
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Net Capital Allowances,0.5
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Office and General Business,0.5
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Other,0.2
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,%Zero Premises,0.7
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Car and Travel,900
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Employee,147800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Interest,4000
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Net Capital Allowances,1600
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Office and General Business,23800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Other,76300
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Premises,26400
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Tot Expenses,280800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Tot Gross Earnings,397800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Tot Income Before Tax,117100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Average Total Expenses,280800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,EER,70.6
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Estimated Population,1100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Income Before Tax Standard Error,1390
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Median Income Before Tax,110700
Contractor,GPMS,UK,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",,,,,Sample Count,550
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Car and Travel,9.7
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Employee,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Interest,17.8
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Net Capital Allowances,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Office and General Business,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Other,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,%Zero Premises,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Car and Travel,1000
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Employee,164900
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Interest,6600
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Net Capital Allowances,3500
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Office and General Business,24600
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Other,75100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Premises,28400
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Tot Expenses,304100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Tot Gross Earnings,430400
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Tot Income Before Tax,126300
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Average Total Expenses,304100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,EER,70.7
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Estimated Population,500
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Income Before Tax Standard Error,2383
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Median Income Before Tax,119700
Contractor,GPMS,UK,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",,,,,Sample Count,250
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Car and Travel,5.2
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Employee,0.6
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Interest,21.8
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Net Capital Allowances,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Office and General Business,0.6
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Other,0
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,%Zero Premises,0.6
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Car and Travel,1000
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Employee,183500
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Interest,5100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Net Capital Allowances,1900
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Office and General Business,24700
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Other,41400
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Premises,26100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Tot Expenses,283600
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Tot Gross Earnings,397500
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Tot Income Before Tax,113900
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Average Total Expenses,283600
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,EER,71.3
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Estimated Population,350
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Income Before Tax Standard Error,2916
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Median Income Before Tax,109200
Contractor,GPMS,UK,Dispensing,All,All,All,All,"20,000 and over",,,,,Sample Count,200
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Car and Travel,10.5
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Employee,1
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Interest,28.8
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Net Capital Allowances,1
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Office and General Business,0.3
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Other,0.4
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,%Zero Premises,0.5
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Car and Travel,1000
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Employee,153900
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Interest,3600
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Net Capital Allowances,1800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Office and General Business,25800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Other,105300
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Premises,23700
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Tot Expenses,315100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Tot Gross Earnings,435800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Tot Income Before Tax,120800
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Average Total Expenses,315100
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,EER,72.3
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Estimated Population,1500
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Income Before Tax Standard Error,1271
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Median Income Before Tax,113500
Contractor,GPMS,UK,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",,,,,Sample Count,800
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Car and Travel,9.5
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Employee,0.7
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Interest,27.7
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Net Capital Allowances,1.6
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Office and General Business,0.3
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Other,0.2
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,%Zero Premises,0.4
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Car and Travel,1100
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Employee,153700
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Interest,4000
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Net Capital Allowances,1900
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Office and General Business,24300
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Other,91600
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Premises,25100
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Tot Expenses,301700
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Tot Gross Earnings,421300
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Tot Income Before Tax,119700
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Average Total Expenses,301700
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,EER,71.6
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Estimated Population,4050
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Income Before Tax Standard Error,765
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Median Income Before Tax,112300
Contractor,GPMS,UK,Dispensing,All,All,All,All,All,,,,,Sample Count,2150
Contractor,GPMS,UK,Dispensing,All,All,All,All,"Fewer than 5,000",,,,,%Zero Car and Travel,9.3
Contractor,GPMS,UK,Dispensing,All,All,All,All,"Fewer than 5,000",,,,,%Zero Employee,0.3
Contractor,GPMS,UK,Dispensing,All,All,All,All,"Fewer than 5,000",,,,,%Zero Interest,38.1
