Sub ICB Loc ODS code,Sub ICB Loc ONS code,Sub ICB Loc name,PCN ODS code,PCN name,Practice code,Practice name,perc_achievement
,,,,,H85111,Battersea Fields Practice,59.82905983
,,,,,H85049,Battersea Rise Group Practice,92.72727273
,,,,,H85009,Bedford Hill Family Practice,88.49557522
,,,,,H85662,Beeches Surgery,88.88888889
,,,,,H85031,Benhill & Belmont Gp Centre,88.02816901
,,,,,H84053,Berrylands Surgery,82.05128205
,,,,,H83627,Birdhurst Medical Practice,83.72093023
,,,,,H85023,Bishopsford Road Medical Centre,81.13207547
,,,,,H85077,Bolingbroke Medical Centre,98.11320755
,,,,,H83052,Bramley Avenue Surgery,93.33333333
,,,,,H85045,Bridge Lane Group Practice,57.02479339
,,,,,H83017,Brigstock Medical Practice,82.17054264
,,,,,H84018,Broad Lane Surgery,89.77272727
,,,,,H85048,Brocklebank Group Practice,75.54347826
,,,,,H83030,Broom Road Medical Practice,81.57894737
,,,,,H84015,Brunswick Surgery,96.77419355
,,,,,H84010,Canbury Medical Centre,90.72164948
,,,,,H85032,Carshalton Fields Surgery,93.93939394
,,,,,H85070,Central Medical Centre,91.57894737
,,,,,H84030,Central Surgery,90.98360656
,,,,,Y01132,Chartfield Surgery,88.98305085
,,,,,H85047,Chatfield Health Care,63.04347826
,,,,,H85105,Cheam Family Practice,90.90909091
,,,,,H85063,Cheam Gp Centre,86.66666667
,,,,,H85021,Chesser Practice,86.2745098
,,,,,H84050,Chessington Park Surgery,84.53608247
,,,,,H84027,Churchill Medical Centre,82.98969072
,,,,,H85693,Circle Gp Surgery,90.97222222
,,,,,H85088,Clapham Junction Medical Practice,82.35294118
,,,,,H84619,Claremont Medical Centre,91.85185185
,,,,,H85649,Colliers Wood Surgery,98.07692308
,,,,,Y05317,Country Park Practice,81.69014085
,,,,,H84630,Crane Park Surgery,96.55172414
,,,,,H85038,Cricket Green Medical Practice,76.86567164
,,,,,H84039,Cross Deep Surgery,93.26923077
,,,,,H85067,Danebury Avenue Surgery,70
,,,,,Y05318,Denmark Road Surgery,67.85714286
,,,,,H85041,Earlsfield Surgery,92.57142857
,,,,,H83044,East Croydon Medical Centre,77.55102041
,,,,,H85057,Elborough Street Surgery,96.66666667
,,,,,H84023,Essex House Surgery,89.14728682
,,,,,H83020,Eversley Medical Centre,67.64705882
,,,,,H85683,Faccini House Surgery,97.2972973
,,,,,H84020,Fairhill Medical Practice,60.9929078
,,,,,H83624,Fairview Medical Centre,76.71232877
,,,,,H85002,Falcon Road Medical Centre,60
,,,,,H83608,Family Practice Group,83.84615385
,,,,,H83004,Farley Road Medical Practice,87.4015748
,,,,,H85090,Figges Marsh Surgery,77.68595041
,,,,,H85026,Francis Grove Surgery,96.35036496
,,,,,H83019,Friends Road Medical Practice,77.92207792
,,,,,Y01206,Glebe Road Surgery,83.15789474
,,,,,Y02423,Grafton Medical Partners,78.5915493
,,,,,H85101,Grand Drive Surgery,95.78947368
,,,,,H83631,Greenside Group Practice,70.86614173
,,,,,H85011,Greyswood Practice,86.36363636
,,,,,H85686,Grove Road Practice,90.25974026
,,,,,H84016,Groves Medical Centre,97.97297297
,,,,,H85103,Hackbridge Medical Centre,85.32110092
,,,,,H85075,Haider Practice,76.27118644
,,,,,H83031,Haling Park Medical Practice,71.42857143
,,,,,H84623,Hampton Hill Medical Centre,78.57142857
,,,,,H84040,Hampton Medical Centre,83.48623853
,,,,,H84032,Hampton Wick Surgery,96.66666667
,,,,,H83029,Hartland Way Surgery,70
,,,,,H83049,Headley Drive Surgery,89.28571429
,,,,,H85061,Heathbridge Practice,95.36423841
,,,,,H84042,Holmwood Corner Surgery,87.5
,,,,,H84025,Hook Surgery,85.54216867
,,,,,H85618,James O'Riordan Medical Centre,87.21804511
,,,,,H84031,Jubilee Surgery,83.33333333
,,,,,Y02946,Junction Health Centre,79.24528302
,,,,,H83016,Keston Medical Practice,81.99233716
,,,,,H84639,Kew Medical Practice,81.13207547
,,,,,H84061,Kingston Health Centre,88.14814815
,,,,,H85051,Lambton Road Medical Practice,93.22033898
,,,,,H84062,Langley Medical Practice,89.58333333
,,,,,H85069,Lavender Hill Group Practice,90.75630252
,,,,,H83042,Leander Family Practice,64.64646465
,,,,,H83021,London Road Medical Practice,77.94117647
,,,,,H85113,Maldon Road Surgery,90.24390244
,,,,,H84635,Manor Drive Medical Centre,88.23529412
,,,,,H85116,Manor Practice,83.55263158
,,,,,H85006,Mayfield Surgery,75
,,,,,H83609,Mersham Medical Centre,75
,,,,,H85634,Merton Medical Practice,79.01234568
,,,,,H85078,Mitcham Family Practice,86.11111111
,,,,,H85024,Mitcham Medical Centre,65.90909091
,,,,,H85037,Morden Hall Medical Centre,91.4893617
,,,,,H83023,Morland Road Surgery,76.5625
,,,,,H85018,Mulgrave Road Surgery,90.24390244
,,,,,H85020,Nelson Medical Practice,82.61904762
,,,,,H83006,New Addington Group Practice,80.26315789
,,,,,H85691,Nightingale Practice,:
,,,,,H83009,Norbury Medical Practice,68.62745098
,,,,,H83011,North Croydon Medical Centre,63.52941176
,,,,,H83013,Old Coulsdon Medical Practice,91.42857143
,,,,,H85030,Old Court House Surgery,92.5
,,,,,H85087,Open Door Surgery,100
,,,,,H84034,Orchard Practice,81.92771084
,,,,,H84014,Paradise Road Surgery,95
,,,,,H83053,Parchmore Medical Centre,76.1589404
,,,,,H85022,Park Road Medical Centre,86.53846154
,,,,,H84002,Park Road Surgery,89.43089431
,,,,,H84005,Parkshot Medical Practice,94.21487603
,,,,,H83015,Parkside Group Practice,84.52380952
,,,,,H83001,Portland Medical Centre,73.61111111
,,,,,H85012,Putneymead Group Medical Practice,96.36363636
,,,,,H83014,Queenhill Medical Practice,88.33333333
,,,,,H85003,Queenstown Road Medical Practice,71.15384615
,,,,,H85110,Ravensbury Park Medical Centre,62.79069767
,,,,,H84054,Red Lion Road Surgery,100
,,,,,H84060,Richmond Lock Surgery,93.97590361
,,,,,H84006,Richmond Medical Group,93.92265193
,,,,,H85092,Riverhouse Medical Practice,90.14084507
,,,,,H85095,Robin Hood Lane Health Centre,83.97790055
,,,,,H85008,Roehampton Lane Surgery,71.42857143
,,,,,H84051,Roselawn Surgery,90.4109589
,,,,,H83611,Selhurst Medical Centre,76.78571429
,,,,,H83018,Selsdon Park Medical Practice,82
,,,,,H84017,Seymour House Surgery,86.99186992
,,,,,H84055,Sheen Lane Surgery,94.89051095
,,,,,H83043,Shirley Medical Centre,75.36231884
,,,,,H85115,Shotfield Medical Practice,88.17204301
,,,,,H83010,South Norwood Hill Medical Centre,83.72093023
,,,,,H85007,Southfields Group Practice,90.98360656
,,,,,H84033,St Albans Medical Centre,88.46153846
,,,,,H83012,St James Medical Centre,64.28571429
,,,,,H85659,St Johns Hill Surgery,66.98113208
,,,,,H85100,St Pauls Cottage Surgery,65.15151515
,,,,,H84057,Staines Road Medical Centre,77.04918033
,,,,,H85076,Stonecot Surgery,87
,,,,,H83039,Stovell House Surgery,86.95652174
,,,,,H85052,Streatham Park Surgery,65.71428571
,,,,,H84618,Sunray Surgery,94.23076923
,,,,,H85053,Sutton Medical Centre,82
,,,,,H85033,Tamworth House Medical Centre,74.11764706
,,,,,H84059,Thameside Medical Practice,87.03703704
,,,,,H84044,The Green & Fir Road,93.33333333
,,,,,H83022,Thornton Heath Medical Centre,80.32786885
,,,,,H83051,Thornton Road & Valley Park Surgery,95.67567568
,,,,,H85114,Thurleigh Road Practice,86.59793814
,,,,,H85664,Tooting Bec Surgery,100
,,,,,H85680,Tooting South Medical Centre,93.68421053
,,,,,H85082,Triangle Surgery,68.96551724
,,,,,H85682,Tudor Lodge Health Centre,85.86956522
,,,,,H84048,Twickenham Park Surgery,96.42857143
,,,,,H83005,Upper Norwood Group Practice,85.23489933
,,,,,H85112,Vineyard Hill Road Surgery,92.85714286
,,,,,H84041,Vineyard Surgery,87.75510204
,,,,,H83007,Violet Lane Medical Practice,77.5862069
,,,,,H85653,Wallington Family Practice,86.04651163
,,,,,H85001,Wandsworth Medical Centre,81.74603175
,,,,,H85055,West Barnes Surgery,81.3559322
,,,,,H83034,Whitehorse Practice,68.85245902
,,,,,H85029,Wide Way Medical Centre,70.87912088
,,,,,H85028,Wimbledon Medical Practice,85
,,,,,H85027,Wimbledon Village Surgery,72.64150943
,,,,,H83024,Woodcote Medical,80.97560976
,,,,,H84625,Woodlawn Medical Centre,90.69767442
,,,,,H85025,Wrythe Green Surgery,95.19230769
,,,,,H84012,York Medical Practice,77.12418301
,,,,,B82609,Ampleforth Surgery,96.15384615
,,,,,B82063,Ayton And Snainton Medical Practice,97.33333333
,,,,,B82069,Beech House Surgery,90.90909091
,,,,,B82088,Brook Square Surgery,80.48780488
,,,,,Y02669,Castle Health Centre,81.13207547
,,,,,B82023,Catterick Village Surgery,93.33333333
,,,,,B82045,Central Dales Practice,96.42857143
,,,,,B82059,Church Avenue Medical Group,92.04545455
,,,,,B82032,Church Lane Surgery,94.4
,,,,,B82025,Derwent Practice,94.21052632
,,,,,B82029,Doctors Lane Surgery,92.59259259
,,,,,B82030,Dr Akester & Partners,95.08196721
,,,,,B82016,East Parade Surgery,98.63013699
,,,,,B82024,Eastfield Medical Centre,93.57798165
,,,,,B82060,Eastgate Medical Group,90.24390244
,,,,,B82086,Esk Valley Medical Practice,89.18918919
,,,,,B82037,Filey Surgery,92.98245614
,,,,,B82066,Glebe House Surgery,92.5
,,,,,B82022,Great Ayton Surgery,98.03921569
,,,,,B82106,Hackness Road Surgery,94.28571429
,,,,,B82104,Harewood Medical Practice,96.62162162
,,,,,B82038,Haxby Group Scarborough,87.38317757
,,,,,B82628,Hunmanby Surgery,83.87096774
,,,,,B82014,Kingswood Surgery,92.85714286
,,,,,B82042,Lambert Medical Centre,92.59259259
,,,,,B82078,Leyburn Medical Practice,95.91836735
,,,,,B82075,Mayford House Surgery,90.69767442
,,,,,B82013,Moss Healthcare Harrogate,98.82352941
,,,,,B82050,Mowbray House Surgery,93.98907104
,,,,,B82004,Nidderdale Group Practice,96.73913043
,,,,,B82008,North House Surgery,93.87755102
,,,,,B82091,Park Parade Surgery,97.22222222
,,,,,B82036,Park Street,85.71428571
,,,,,B82034,Quakers Lane Surgery,97.5
,,,,,B82622,Reeth Medical Centre,100
,,,,,B82010,Ripon Spa Surgery,84.41558442
,,,,,B82054,Scarborough Medical Group,87.73584906
,,,,,B82035,Scorton Medical Centre,96.2962963
,,,,,B82011,Sherburn Surgery,92
,,,,,B82101,Sleights And Sandsend Medical Practice,92.59259259
,,,,,B82057,Springbank Surgery,92.30769231
,,,,,B82046,Staithes Surgery,92.59259259
,,,,,B82067,Stockwell Road Surgery,86.48648649
,,,,,B82044,Stokesley Surgery,88.73239437
,,,,,B82072,The Friary Surgery,98
,,,,,B82012,The Leeds Road Practice,96.22641509
,,,,,B82027,The Spa Surgery,94.7761194
,,,,,B82049,Thirsk Doctors Surgery,98.52941176
,,,,,B82019,Topcliffe Surgery,98.21428571
,,,,,B82017,Whitby Group Practice,92.59259259
,,,,,C84065,Abbey Medical Centre,96.36363636
,,,,,C84037,Abbey Medical Group,83.01886792
,,,,,C84679,Acorn Medical Practice,48
,,,,,C84067,Ashfield House (Annesley),90
,,,,,C84091,Aspley Medical Centre,84.8
,,,,,C84693,Bakersfield Medical Centre,84.44444444
,,,,,Y05369,Balderton Surgery,76.92307692
,,,,,C84009,Barnby Gate Surgery,74.61538462
,,,,,C84017,Belvoir Health Group,96.45390071
,,,,,Y06356,Bilborough Medical Centre,69.07216495
,,,,,C84123,Bilsthorpe Surgery,96.07843137
,,,,,C84112,Bramcote Surgery,92.85714286
,,,,,C84092,Bridgeway Practice,69.3877551
,,,,,C84077,Brierley Park Medical Group,86.69950739
,,,,,Y06792,Broad Oak Medical Practice,64.0776699
,,,,,C84605,Castle Healthcare Practice,88
,,,,,C84120,Chilwell Valley And Meadows Practice,86.23188406
,,,,,C84034,Churchfields Medical Practice,67.90123457
,,,,,C84020,Churchside Medical Practice,83.82352941
,,,,,C84046,Clifton Medical Practice,97.91666667
,,,,,C84045,Collingham Medical Centre,94.54545455
,,,,,C84066,Daybrook Medical Practice,76.47058824
,,,,,C84044,Deer Park Family Medical Practice,88.88888889
,,,,,C84039,Derby Road Health Centre,80
,,,,,C84025,East Bridgford Med Centre,95.23809524
,,,,,C84032,Eastwood Primary Care Centre,93.41317365
,,,,,C84011,Elmswood Surgery,89.77272727
,,,,,C84105,Fairfields Practice,85.55555556
,,,,,C84074,Family Medical Centre (Kirkby),88.23529412
,,,,,C84018,Family Medical Centre (Sood),68.78980892
,,,,,C84036,Forest Medical,67.48768473
,,,,,C84019,Fountain Medical Centre,75.58139535
,,,,,C84667,Giltbrook Surgery,96.72131148
,,,,,Y03124,Grange Farm Medical Centre,88.34951456
,,,,,C84063,Greendale Primary Care Centre,79.26829268
,,,,,C84676,Greenfields Medical Centre (Yvs Rao),67.96116505
,,,,,C84624,Hama Medical Centre,82.8125
,,,,,C84629,"Health Care Complex, Kirkby",96
,,,,,C84705,Hickings Lane Medical Ctr,81.63265306
,,,,,C84055,Highcroft Surgery,85.96491228
,,,,,C84691,Highgreen Practice (Khan),60.86956522
,,,,,C84656,Hill View Surgery,100
,,,,,C84660,Hounsfield Surgery,79.16666667
,,,,,C84078,Hucknall Road Medical Centre,77.84090909
,,,,,C84654,Jacksdale Medical Centre,94.59459459
,,,,,C84081,John Ryle Medical Practice,82.85714286
,,,,,C84704,Jrb Healthcare Beechdale Surgery,82.92682927
,,,,,C84613,Jubilee Park Medical Partnership,92.59259259
,,,,,C84061,King'S Medical Centre,84.07079646
,,,,,Y05690,Kirkby Community Primary Care Centre (3),82
,,,,,C84076,Kirkby Health Centre,84.7826087
,,,,,C84043,Leen View Surgery,89.83050847
,,,,,C84694,Lime Tree Surgery,76.36363636
,,,,,C84029,Lombard Medical Centre,77.67857143
,,,,,C84140,Lowmoor Road Surgery,86.20689655
,,,,,C84113,Major Oak Medical Practice,96
,,,,,C84144,Meadows Health Centre (Larner),83.92857143
,,,,,C84658,Meden Medical Services,88.23529412
,,,,,C84116,Melbourne Park Medical Centre,78.04878049
,,,,,C84021,Middleton Lodge Practice,87.5862069
,,,,,C84106,Millview Surgery,83.75
,,,,,C84090,Musters Medical Practice,85.71428571
,,,,,C84131,Newthorpe Medical Practice,90.81632653
,,,,,C84095,Oakenhall Medical Pract,83.05084746
,,,,,C84016,Oakwood Surgery,89.33333333
,,,,,C84051,Orchard Medical Practice,83.71040724
,,,,,C82040,Orchard Surgery,91.04477612
,,,,,C84064,Parkside Medical Centre,65.35433071
,,,,,Y02847,Parliament Street Medical Centre,63.41463415
,,,,,C84115,Plains View Surgery,91.86046512
,,,,,C84057,Pleasley Surgery,93.18181818
,,,,,C84084,Radcliffe-On-Trent. Health Centre,89.39393939
,,,,,C84117,Radford Medical Practice (Kaur),64.44444444
,,,,,C84087,Rainworth Health Centre,88.70967742
,,,,,C84129,Rise Park Surgery,76.59574468
,,,,,C84060,Rivergreen Medical Centre,90.56603774
,,,,,C84069,Roundwood Surgery,84.21052632
,,,,,C84637,Sandy Lane Surgery,94.73684211
,,,,,C84042,Saxon Cross Surgery,80.8988764
,,,,,C84142,Selston Surgery,82.35294118
,,,,,C84682,Sherrington Park Medical Practice,95.34883721
,,,,,C84059,Sherwood Medical Partnership,90.24390244
,,,,,C84628,Sherwood Rise Medical Centre,59.63302752
,,,,,Y05622,Southglade Medical Practice,62.3853211
,,,,,C84049,Southwell Medical Centre,84.44444444
,,,,,C84004,St Albans Medical Centre,55.55555556
,,,,,C84086,St Georges Med Practice,96.3190184
,,,,,C84031,St Peters Medical Practice,71.875
,,,,,C84136,St. Luke'S Surgery,71.73913043
,,,,,C84026,Stenhouse Medical Centre,87.2
,,,,,C84714,Sunrise Medical Practice,:
,,,,,C84695,The Alice Medical Centre,79.06976744
,,,,,C84047,The Calverton Practice,92
,,,,,C84103,The Forest Practice,89.74358974
,,,,,C84703,The Gamston Medical Ctr.,81.42857143
,,,,,C84646,The Ivy Medical Group,93.33333333
,,,,,C84107,The Linden Medical Group,75.92592593
,,,,,C84080,The Manor Surgery,91.07142857
,,,,,C84151,The Medical Centre (Irfan),62.79069767
,,,,,C84030,The Oaks Medical Centre,87.91208791
,,,,,Y00026,The Om Surgery,85
,,,,,C84028,The Ruddington Med Centre,97.64705882
,,,,,C84023,The Univ Of Nottingham Health Serv,96.2962963
,,,,,C84072,The Wellspring Surgery,73.42657343
,,,,,C84683,The Windmill Practice,78.03030303
,,,,,C84053,Torkard Hill Medical Ctre,90.11627907
,,,,,C84010,Trentside Medical Group,89.32038835
,,,,,C84619,Tudor House Medical Practice,89.74358974
,,,,,C84150,Unity Surgery,84.21052632
,,,,,C84085,Victoria And Mapperley Practice,66.66666667
,,,,,C84005,Village Health Group,92.83154122
,,,,,C84664,Welbeck Surgery,87.80487805
,,,,,C84621,West Bridgford Medical Centre,92.45283019
,,,,,C84696,West Oak Surgery,96.2962963
,,,,,C84033,Westdale Lane Surgery,88.23529412
,,,,,Y06443,Whyburn Medical Practice,80.91603053
,,,,,C84012,Willowbrook Medical Practice,93.93939394
,,,,,C84122,Wollaton Park Medical Centre,89.0625
,,,,,C84014,Woodlands Medical Practice,95.95959596
,,,,,H82023,Adur Health Partnership,87.72845953
,,,,,H82021,Arundel Surgery,91.30434783
,,,,,H82048,Avisford Medical Group,90.81632653
,,,,,H82065,Ball Tree Surgery,94.92753623
,,,,,H82087,Barn Surgery,95.45454545
,,,,,H82016,Bersted Green Surgery,80.71428571
,,,,,H82088,Bewbush Medical Centre,86.48648649
,,,,,H82055,Billingshurst Surgery,90.8496732
,,,,,H82020,Bognor Medical Centre,56.66666667
,,,,,H82047,Bridge Medical Centre,88.88888889
,,,,,H82046,Broadwater Medical Centre,90.51724138
,,,,,H82084,Brow Medical Centre,95.45454545
,,,,,H82042,Cathedral Medical Group,86.23853211
,,,,,H82098,Coachmans Medical Practice,89.70588235
,,,,,H82014,Coppice Surgery,91.93548387
,,,,,H82076,Cornerways Surgery,96.875
,,,,,H82004,Cowfold Surgery,86.11111111
,,,,,H82005,Cuckfield Medical Centre,95.45454545
,,,,,H82044,Dolphins Practice,93.57798165
,,,,,H82066,Fitzalan Medical Group,93.82716049
,,,,,H82038,Flansham Park Health Centre,92.07920792
,,,,,H82053,Furnace Green Surgery,96.875
,,,,,H82070,Glebe Surgery,91.75257732
,,,,,H82033,Gossops Green Medical Ctr,88.65979381
,,,,,H82043,Grove House Surgery,95.52238806
,,,,,H82060,Henfield Medical Centre,87.35632184
,,,,,H82640,Holbrook Surgery,93.78531073
,,,,,H82050,Ifield Medical Practice,84.29752066
,,,,,Y00351,Langley Corner Surgery,93.07692308
,,,,,H82013,Langley House Surgery,94.01709402
,,,,,H82051,Lavant Road Surgery,89.10891089
,,,,,H82012,Leacroft Medical Practice,92.78350515
,,,,,H82034,Lime Tree Surgery,89.83739837
,,,,,H82035,Lindfield Medical Centre,93.10344828
,,,,,H82031,Loxwood Surgery,90.14084507
,,,,,H82058,Maywood Health Care Centre,86.98224852
,,,,,H82003,Meadows Surgery,96.38554217
,,,,,H82057,Mid Sussex Health Care,88.2629108
,,,,,H82063,Moatfield Surgery,93.88888889
,,,,,H82040,Modality Mid Sussex,87.84722222
,,,,,H82091,New Pond Row Surgery,92.07920792
,,,,,H82056,Newtons Practice,97.05882353
,,,,,H82100,Northlands Wood Surgery,93.07692308
,,,,,H82036,Orchard Surgery,95.08196721
,,,,,H82615,Ouse Valley Practice,92.56198347
,,,,,H82017,Park Surgery,92.72727273
,,,,,H82039,Park Surgery,89.09090909
,,,,,H82049,Parklands Surgery,82.65306122
,,,,,H82052,Pound Hill Medical Group,84.84848485
,,,,,H82030,Pulborough Medical Group,90.90909091
,,,,,H82032,Riverbank Medical Centre,94.94949495
,,,,,H82089,Riverside Medical Practice,95.4954955
,,,,,H82027,Rudgwick Medical Centre,96.875
,,,,,H82026,Saxonbrook Medical Centre,82.9787234
,,,,,H82061,Selden Medical Centre,90.47619048
,,,,,H82037,Selsey Medical Practice,91.76470588
,,,,,H82072,Silverdale Practice,96.68508287
,,,,,H82078,Southbourne Surgery,91.53846154
,,,,,H82064,Southgate Medical Group,90.78947368
,,,,,H82009,St. Lawrence Surgery,94.47852761
,,,,,H82022,Steyning Health Centre,87.91208791
,,,,,H82011,Strand Medical Group,91.83673469
,,,,,H82067,Tangmere Medical Centre,96.69421488
,,,,,H82028,The Courtyard Surgery,92.7184466
,,,,,H82077,The Croft Surgery,95.4954955
,,,,,H82096,The Orchard Surgery,96.55172414
,,,,,H82006,The Petworth Surgery,89.74358974
,,,,,H82041,Victoria Road Surgery,87.01298701
,,,,,H82092,Village Surgery,93.79844961
,,,,,H82099,West Meads Surgery,91.66666667
,,,,,H82007,Westcourt Medical Centre,96.8
,,,,,H82059,Willow Green Surgery,97.14285714
,,,,,H82095,Witterings Medical Centre,81.18811881
,,,,,H82025,Woodlands&Clerklands Partnership,88.94736842
,,,,,H82045,Worthing Medical Group,95.5801105
,,,,,C83051,Abbey Medical Practice,79.74683544
,,,,,C83617,Abbeyview Surgery,91.91919192
,,,,,C83019,Beacon Medical Practice,78.26086957
,,,,,C83003,Beechfield Medical Centre,81.16591928
,,,,,C83030,Billinghay Medical Practice,87.03703704
,,,,,C83643,Binbrook Surgery,100
,,,,,C83082,Birchwood Medical Practice,94.73684211
,,,,,C83014,Boultham Park Medical Practice,90.0990099
,,,,,C83054,Bourne Galletly Practice Team,93.95973154
,,,,,C83029,Branston & Heighington Family Practice,97.56097561
,,,,,C83078,Brant Road & Springcliffe Surgery,90.19607843
,,,,,C83626,Brayford Medical Practice,85.71428571
,,,,,C83613,Caistor Health Centre,86.20689655
,,,,,C83044,Caskgate Street Surgery,72.4137931
,,,,,C83020,Caythorpe & Ancaster Medical Practice,88.11881188
,,,,,C83062,Church Walk Surgery,93.84615385
,,,,,C83018,Cleveland Surgery,82.4
,,,,,C83073,Cliff House Medical Practice,82.85714286
,,,,,C83053,Colsterworth Surgery,87.5
,,,,,C83049,Dr Sinha & Partners,96.15384615
,,,,,C83056,East Lindsey Medical Group,89.74358974
,,,,,C83079,Glebe Park Surgery,83.07692308
,,,,,C83036,Gosberton Medical Centre,90.4109589
,,,,,C83059,Greyfriars Surgery,82.44274809
,,,,,C83045,Hawthorn Medical Practice,88.02816901
,,,,,C83001,Heart Of Lincoln Health Group,59.89847716
,,,,,C83035,Hereward Medical Centre,96.22641509
,,,,,C83033,Hibaldstow Medical Practice,100
,,,,,C83028,Holbeach Medical Centre,85.50724638
,,,,,C83027,Horncastle Medical Group,94.04761905
,,,,,C83085,James Street Family Practice,94.23076923
,,,,,C83057,Kirton Medical Centre,85.05747126
,,,,,C83007,Lakeside Healthcare Stamford,87.21461187
,,,,,C83009,Lindum Medical Practice,88.69565217
,,,,,C83004,Liquorpond Surgery,84.09090909
,,,,,C83065,Littlebury Medical Centre,89.65517241
,,,,,C83067,Long Bennington Medical Centre,92
,,,,,C83063,Long Sutton Medical Ctr.,94.48275862
,,,,,C83064,Marisco Medical Practice,90.78947368
,,,,,C83649,Market Cross Surgery,95.45454545
,,,,,C83043,Market Rasen Surgery,92.55319149
,,,,,C83042,Marsh Medical Practice,79.62962963
,,,,,C83032,Merton Lodge Surgery,83.92857143
,,,,,C83011,Millview Medical Centre,95.53571429
,,,,,C83072,Minster Medical Practice,94.28571429
,,,,,C83039,Moulton Medical Centre,88.57142857
,,,,,C83022,Munro Medical Centre,83.96226415
,,,,,C83002,Navenby Cliff Villages Surgery,93.33333333
,,,,,C83031,Nettleham Medical Practice,96.33027523
,,,,,C83061,North Thoresby Surgery,100
,,,,,C83010,Parkside Medical Centre,59.39086294
,,,,,C83025,Richmond Medical Centre,93.67816092
,,,,,C83013,Ruskington Surgery,89.55223881
,,,,,C83023,Sleaford Medical Group,95.83333333
,,,,,C83005,Spilsby Surgery,90.56603774
,,,,,C83048,St. Johns Medical Centre,87.94326241
,,,,,C83040,St. Peters Hill Surgery,78.74015748
,,,,,C83055,Stickney Surgery,95.34883721
,,,,,C83614,Sutterton Surgery,100
,,,,,C83015,Swineshead Surgery,94.82758621
,,,,,C83008,Swingbridge Surgery,83.33333333
,,,,,C83634,Tasburgh Lodge Surgery,100
,,,,,C83611,The Bassingham Surgery,93.75
,,,,,C83026,The Deepings Practice,99.07834101
,,,,,C83038,The Glebe Practice,97.18309859
,,,,,C83024,The Glenside Country Practice,81.48148148
,,,,,C83080,The Harrowby Lane Surgery,83.87096774
,,,,,C83046,The Heath Surgery,98.18181818
,,,,,C83052,The Ingham Surgery,97.14285714
,,,,,C83083,The New Coningsby Surgery,93.15068493
,,,,,Y01652,The New Springwells Practice,96
,,,,,C83060,The Sidings Medical Practice,60.11235955
,,,,,C82076,The Welby Practice,91.83673469
,,,,,C83041,The Woodland Medical Practice,91.30434783
,,,,,C83650,The Wragby Surgery,92.30769231
,,,,,C83641,Trent Valley Surgery,86.95652174
,,,,,C83075,Vine Street Surgery,96.22641509
,,,,,C83058,Washingborough Surgery,94.52054795
,,,,,C83037,Welton Family Health Centre,93.61702128
,,,,,C83074,Willingham-By-Stow Surgery,97.05882353
,,,,,C83635,Woodhall Spa New Surgery,92.68292683
,,,,,G85721,301 East Street Surgery,76.66666667
,,,,,G83031,Abbey Wood Surgery,19.73684211
,,,,,G83631,Abbeyslade PMS (Dr Chand),78.72340426
,,,,,G84017,Addington Road Surgery,84.21052632
,,,,,G85695,Akerman Medical Practice,69.76744186
,,,,,G85138,Albion Street Group Practice,82.25806452
,,,,,G83030,All Saints Medical Centre Pms,89.18918919
,,,,,G85698,Amersham Vale Training Practice,94.11764706
,,,,,G84624,Anerley Surgery,80.95238095
,,,,,Y02974,At Medics,93.37748344
,,,,,G84040,Ballater Surgery,82.01058201
,,,,,G84609,Bank House Surgery,88.23529412
,,,,,G83654,Bannockburn Surgery,81.66666667
,,,,,G83004,Barnard Medical Group,82.8125
,,,,,G85100,Beckett House Practice,89.47368421
,,,,,G83009,Bellegrove Surgery,83.56164384
,,,,,G83052,Belvedere Medical Centre,90.87136929
,,,,,G85623,Bermondsey Spa Medical Centre,60.60606061
,,,,,G83028,Bexley Group Practice,96.53179191
,,,,,G83053,Bexley Medical Group,80.84291188
,,,,,G85123,Binfield Road Surgery,57.37704918
,,,,,G85642,Blackfriars Medical Practice,74.41860465
,,,,,G83013,Blackheath Standard Pms,74.19354839
,,,,,G85025,Brixton Hill Group Practice,66.66666667
,,,,,G85137,Brockwell Park Surgery,90.75630252
,,,,,Y06345,Bromleag Care Practice,:
,,,,,G84024,Bromley Common Practice,76.10062893
,,,,,G84019,Broomwood Health Centre,77.55102041
,,,,,G85726,Brunswick Park Family Practice,57.60869565
,,,,,G83065,Burney Street Pms,57.86163522
,,,,,G85027,Burnt Ash Surgery,70.1754386
,,,,,G83046,Bursted Wood Surgery,92.95774648
,,,,,Y02811,Cator Medical Centre,87.2246696
,,,,,G84020,Chelsfield Surgery,85.41666667
,,,,,G85011,Clapham Family Practice,65.90909091
,,,,,G85109,Clapham Park Group Practice,83.62068966
,,,,,G85026,Clifton Rise Family Practice,67.44186047
,,,,,G83633,Conway Pms,92.30769231
,,,,,G84018,Cornerways Surgery,82.71604938
,,,,,G83642,Crayford Town Surgery,67.11409396
,,,,,G84630,Crescent Surgery,72.72727273
,,,,,G85736,Deptford Medical Centre,83.78378378
,,,,,G85711,Deptford Surgery,52.77777778
,,,,,G84005,Derry Downs Surgery,66.66666667
,,,,,G85031,Dmc Chadwick Road,81.48148148
,,,,,G85057,Downham Family Medical Practice,73.13432836
,,,,,G85708,Dr Curran & Partners,76.92307692
,,,,,G83033,Dr Davies & Partner,89.0625
