Data_source,CENSUS_YEAR,CENSUS_MONTH,PCN_CODE,PCN_NAME,SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,ICB_NAME,COMM_REGION_CODE,COMM_REGION_NAME,STAFF_GROUP,STAFF_ROLE,DETAILED_STAFF_ROLE,FTE,UNIQUE_IDENTIFIER
NWRS Staff,2020,3,U76419,WASHWOOD HEATH PCN,15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.506666667,3067
NWRS Staff,2020,3,U76419,WASHWOOD HEATH PCN,15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3190
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Physician Associates,Physician Associate,0.64,3185
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,27709
NWRS Staff,2020,3,U37826,SOUTH TYNESIDE WEST PCN,00N,NHS North East and North Cumbria ICB - 00N South Tyneside,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69255
NWRS Staff,2020,3,U89118,SOUTH TYNESIDE SOUTH PCN,00N,NHS North East and North Cumbria ICB - 00N South Tyneside,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69256
NWRS Staff,2020,3,U08925,STAFFORD CENTRAL PCN,05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V Stafford and Surrounds,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69257
NWRS Staff,2020,3,U08925,STAFFORD CENTRAL PCN,05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V Stafford and Surrounds,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69258
NWRS Staff,2020,3,U11694,BMC PASTON PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,705
NWRS Staff,2020,3,U11694,BMC PASTON PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.2,3208
NWRS Staff,2020,3,U11694,BMC PASTON PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.2,3208
NWRS Staff,2020,3,U71739,NEWHAM CENTRAL 1 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.2,3104
NWRS Staff,2020,3,U96137,MID SUFFOLK PCN,06L,NHS Suffolk and North East Essex ICB - 06L Ipswich and East Suffolk,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.746666667,69259
NWRS Staff,2020,3,U03892,FELIXSTOWE PCN,06L,NHS Suffolk and North East Essex ICB - 06L Ipswich and East Suffolk,QJG,NHS Suffolk and North East Essex ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69260
NWRS Staff,2020,3,U60865,TOWER HAMLETS NETWORK 7 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Directors,Medical Clinical Director,Clinical Director – Medical,0.146666667,34172
NWRS Staff,2020,3,U60865,TOWER HAMLETS NETWORK 7 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69261
NWRS Staff,2020,3,U69625,"MOSELEY, BILLESLEY and YARDLEY WOOD PCN",15E,NHS Birmingham and Solihull ICB - 15E ,QHL,NHS Birmingham and Solihull ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.533333333,69262
NWRS Staff,2020,3,U31269,WEST LEEDS PCN,15F,NHS West Yorkshire ICB - 15F Leeds,QWO,NHS West Yorkshire ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Paramedics,Paramedic,0.853333333,3118
NWRS Staff,2020,3,U33963,BRISTOL INNER CITY PCN,15C,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C ",QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69263
NWRS Staff,2020,3,U33963,BRISTOL INNER CITY PCN,15C,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C ",QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69264
NWRS Staff,2020,3,U33963,BRISTOL INNER CITY PCN,15C,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C ",QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.706666667,69265
NWRS Staff,2020,3,U33963,BRISTOL INNER CITY PCN,15C,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C ",QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Y58,South West,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,22059
NWRS Staff,2020,3,U81307,SOUTH SOMERSET EAST - RPN PCN,11X,NHS Somerset ICB - 11X ,QSL,NHS Somerset ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,3140
NWRS Staff,2020,3,U81307,SOUTH SOMERSET EAST - RPN PCN,11X,NHS Somerset ICB - 11X ,QSL,NHS Somerset ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3173
NWRS Staff,2020,3,U33954,GP CONNECT PCN,B2M3M,NHS Coventry and Warwickshire ICB - B2M3M ,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69266
NWRS Staff,2020,3,U33954,GP CONNECT PCN,B2M3M,NHS Coventry and Warwickshire ICB - B2M3M ,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.853333333,69267
NWRS Staff,2020,3,U33954,GP CONNECT PCN,B2M3M,NHS Coventry and Warwickshire ICB - B2M3M ,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69268
NWRS Staff,2020,3,U33954,GP CONNECT PCN,B2M3M,NHS Coventry and Warwickshire ICB - B2M3M ,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.986666667,69269
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.52,3086
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1.066666667,3087
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.52,3088
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.52,3089
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1.04,3093
NWRS Staff,2020,3,U20256,SOUTH TYNESIDE EAST PCN,00N,NHS North East and North Cumbria ICB - 00N South Tyneside,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69270
NWRS Staff,2020,3,U61963,WANDLE PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.4,3098
NWRS Staff,2020,3,U02671,GREATER MIDDLESBROUGH PCN,16C,NHS North East and North Cumbria ICB - 16C Tees Valley,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Directors,Medical Clinical Director,Clinical Director – Medical,0.125333333,31740
NWRS Staff,2020,3,U48302,COPELAND PCN,01H,NHS North East and North Cumbria ICB - 01H North Cumbria,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.8,3106
NWRS Staff,2020,3,U63233,EASTLEIGH SOUTHERN PARISHES PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Admin/Non-clinical staff,Managers,Manager,1,3159
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,27773
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,44352
NWRS Staff,2020,3,U63233,EASTLEIGH SOUTHERN PARISHES PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Directors,Medical Clinical Director,Clinical Director – Medical,0.146666667,6377
NWRS Staff,2020,3,U63233,EASTLEIGH SOUTHERN PARISHES PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Directors,Medical Clinical Director,Clinical Director – Medical,0.146666667,6406
NWRS Staff,2020,3,U76444,EXETER WEST PCN,15N,NHS Devon ICB - 15N ,QJK,NHS Devon ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69271
NWRS Staff,2020,3,U01989,DURHAM WEST PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Directors,Medical Clinical Director,Clinical Director – Medical,0.248,32124
NWRS Staff,2020,3,U53179,GLOUCESTER INNER CITY PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.64,3063
NWRS Staff,2020,3,U03810,ISLAND CITY PCN,10R,NHS Hampshire and Isle Of Wight ICB - 10R Portsmouth,QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,3084
NWRS Staff,2020,3,U97785,RIVER and WOLDS EAST RIDING PCN,02Y,NHS Humber and North Yorkshire ICB - 02Y East Riding of Yorkshire,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Pharmacists,Pharmacist,1.086666667,45375
NWRS Staff,2020,3,U56729,SEISDON PCN,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q SE Staffs and Seisdon Peninsula,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.16,15627
NWRS Staff,2020,3,U79764,RURAL ROTHER PCN,97R,NHS Sussex ICB - 97R East Sussex,QNX,NHS Sussex ICB,Y59,South East,Other Admin/Non-clinical staff,Managers,Manager,0.266666667,69272
NWRS Staff,2020,3,U97785,RIVER and WOLDS EAST RIDING PCN,02Y,NHS Humber and North Yorkshire ICB - 02Y East Riding of Yorkshire,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,748
NWRS Staff,2020,3,U84263,STAFFORD NORTH PCN,05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V Stafford and Surrounds,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.16,12486
NWRS Staff,2020,3,U04901,STONE and ECCLESHALL PCN,05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V Stafford and Surrounds,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.16,12152
NWRS Staff,2020,3,U03810,ISLAND CITY PCN,10R,NHS Hampshire and Isle Of Wight ICB - 10R Portsmouth,QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69273
NWRS Staff,2020,3,U83494,STAFFORD SOUTH PCN,05V,NHS Staffordshire and Stoke-on-Trent ICB - 05V Stafford and Surrounds,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.16,20830
NWRS Staff,2020,3,U86258,SOUTH WEST PCN,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,Other Admin/Non-clinical staff,Managers,Senior Manager,0.08,3112
NWRS Staff,2020,3,U97785,RIVER and WOLDS EAST RIDING PCN,02Y,NHS Humber and North Yorkshire ICB - 02Y East Riding of Yorkshire,QOQ,NHS Humber and North Yorkshire ICB,Y63,North East and Yorkshire,Directors,Medical Clinical Director,Clinical Director – Medical,0.266666667,28428
NWRS Staff,2020,3,U53179,GLOUCESTER INNER CITY PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Directors,Medical Clinical Director,Clinical Director – Medical,0.186666667,26547
NWRS Staff,2020,3,U53179,GLOUCESTER INNER CITY PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Admin/Non-clinical staff,Managers,Manager,0.4,3226
NWRS Staff,2020,3,U53179,GLOUCESTER INNER CITY PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.266666667,12230
NWRS Staff,2020,3,U53179,GLOUCESTER INNER CITY PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.4,20949
NWRS Staff,2020,3,U86258,SOUTH WEST PCN,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.96,3192
NWRS Staff,2020,3,U07789,COVENTRY NORTH PCN,B2M3M,NHS Coventry and Warwickshire ICB - B2M3M ,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,Other Admin/Non-clinical staff,Managers,Senior Manager,0.093333333,69274
NWRS Staff,2020,3,U07789,COVENTRY NORTH PCN,B2M3M,NHS Coventry and Warwickshire ICB - B2M3M ,QWU,NHS Coventry and Warwickshire ICB,Y60,Midlands,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,24304
NWRS Staff,2020,3,U93148,"CHIPPENHAM, CORSHAM and BOX PCN",92G,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G ",QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.533333333,3164
NWRS Staff,2020,3,U09071,GPNET5 PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Paramedics,Paramedic,1,69275
NWRS Staff,2020,3,U93148,"CHIPPENHAM, CORSHAM and BOX PCN",92G,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G ",QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,19527
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.933333333,69276
NWRS Staff,2020,3,U58704,IMP PCN,71E,NHS Lincolnshire ICB - 71E ,QJM,NHS Lincolnshire ICB,Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.466666667,69277
NWRS Staff,2020,3,U33192,SOAR VALLEY PCN,04V,"NHS Leicester, Leicestershire and Rutland ICB - 04V West Leicestershire",QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69278
NWRS Staff,2020,3,U88254,CAM MEDICAL PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,57096
NWRS Staff,2020,3,U88254,CAM MEDICAL PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,3081
NWRS Staff,2020,3,U88254,CAM MEDICAL PCN,06H,NHS Cambridgeshire and Peterborough ICB - 06H ,QUE,NHS Cambridgeshire and Peterborough ICB,Y61,East of England,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,23951
NWRS Staff,2020,3,U51667,BEACON (CHARNWOOD) PCN,04V,"NHS Leicester, Leicestershire and Rutland ICB - 04V West Leicestershire",QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69279
NWRS Staff,2020,3,U09071,GPNET5 PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69280
NWRS Staff,2020,3,U63948,WATERMEAD PCN,04V,"NHS Leicester, Leicestershire and Rutland ICB - 04V West Leicestershire",QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69281
NWRS Staff,2020,3,U09071,GPNET5 PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Directors,Medical Clinical Director,Clinical Director – Medical,1,69282
NWRS Staff,2020,3,U63948,WATERMEAD PCN,04V,"NHS Leicester, Leicestershire and Rutland ICB - 04V West Leicestershire",QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69283
NWRS Staff,2020,3,U09071,GPNET5 PCN,36L,NHS South West London ICB - 36L ,QWE,NHS South West London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,69284
NWRS Staff,2020,3,U76772,CARILLON PCN,04V,"NHS Leicester, Leicestershire and Rutland ICB - 04V West Leicestershire",QK1,"NHS Leicester, Leicestershire and Rutland ICB",Y60,Midlands,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.8,69285
NWRS Staff,2020,3,U67149,ST HELENS CENTRAL PCN,01X,NHS Cheshire and Merseyside ICB - 01X St Helens,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.213333333,69286
NWRS Staff,2020,3,U67149,ST HELENS CENTRAL PCN,01X,NHS Cheshire and Merseyside ICB - 01X St Helens,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.213333333,69287
NWRS Staff,2020,3,U67149,ST HELENS CENTRAL PCN,01X,NHS Cheshire and Merseyside ICB - 01X St Helens,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Directors,Medical Clinical Director,Clinical Director – Medical,0.213333333,16671
NWRS Staff,2020,3,U87221,EAST HANTS PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.853333333,3225
NWRS Staff,2020,3,U87221,EAST HANTS PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.96,69288
NWRS Staff,2020,3,U87221,EAST HANTS PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.64,3171
NWRS Staff,2020,3,U87221,EAST HANTS PCN,D9Y0V,"NHS Hampshire and Isle Of Wight ICB - D9Y0V Hampshire, Southampton & Isle of Wight",QRL,NHS Hampshire and Isle Of Wight ICB,Y59,South East,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,0.64,69289
NWRS Staff,2020,3,U08085,EDEN (CUMBRIA) PCN,01H,NHS North East and North Cumbria ICB - 01H North Cumbria,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Admin/Non-clinical staff,Managers,Manager,0.4,69290
NWRS Staff,2020,3,U02731,IGPC PCN,99A,NHS Cheshire and Merseyside ICB - 99A Liverpool,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Admin/Non-clinical staff,Other Admin/Non-clinical,Other,1,69291
NWRS Staff,2020,3,U02731,IGPC PCN,99A,NHS Cheshire and Merseyside ICB - 99A Liverpool,QYG,NHS Cheshire and Merseyside ICB,Y62,North West,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,69292
NWRS Staff,2020,3,U86258,SOUTH WEST PCN,M1J4Y,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Y61,East of England,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3146
NWRS Staff,2020,3,U93148,"CHIPPENHAM, CORSHAM and BOX PCN",92G,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G ",QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,Directors,Medical Clinical Director,Clinical Director – Medical,0.106666667,8946
NWRS Staff,2020,3,U93148,"CHIPPENHAM, CORSHAM and BOX PCN",92G,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G ",QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Y58,South West,Other Direct Patient Care staff,Physiotherapists,Physiotherapist,0.48,3211
NWRS Staff,2020,3,U46695,BURNTWOOD PCN,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q SE Staffs and Seisdon Peninsula,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Other Admin/Non-clinical staff,Managers,Senior Manager,0.266666667,3172
NWRS Staff,2020,3,U64148,LICHFIELD PCN,05Q,NHS Staffordshire and Stoke-on-Trent ICB - 05Q SE Staffs and Seisdon Peninsula,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Y60,Midlands,Other Admin/Non-clinical staff,Managers,Senior Manager,0.266666667,3172
NWRS Staff,2020,3,U50771,TOWER HAMLETS NETWORK 1 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3193
NWRS Staff,2020,3,U50771,TOWER HAMLETS NETWORK 1 PCN,A3A8R,NHS North East London ICB - A3A8R ,QMF,NHS North East London ICB,Y56,London,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,706
NWRS Staff,2020,3,U60113,THREE HARBOURS AND BOSVENA PCN,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N ,QT6,NHS Cornwall and The Isles Of Scilly ICB,Y58,South West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.8,69293
NWRS Staff,2020,3,U60113,THREE HARBOURS AND BOSVENA PCN,11N,NHS Cornwall and The Isles Of Scilly ICB - 11N ,QT6,NHS Cornwall and The Isles Of Scilly ICB,Y58,South West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.533333333,69294
NWRS Staff,2020,3,U85067,BISHOP AUCKLAND PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3065
NWRS Staff,2020,3,U85067,BISHOP AUCKLAND PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3177
NWRS Staff,2020,3,U31619,TEESDALE PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Pharmacists,Pharmacist,0.96,3073
NWRS Staff,2020,3,U31619,TEESDALE PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3144
NWRS Staff,2020,3,U96202,DURHAM DALES PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3125
NWRS Staff,2020,3,U96202,DURHAM DALES PCN,84H,NHS North East and North Cumbria ICB - 84H County Durham,QHM,NHS North East and North Cumbria ICB,Y63,North East and Yorkshire,Other Direct Patient Care staff,Pharmacists,Pharmacist,1,3072
NWRS Staff,2020,3,U31538,RHQ PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,0.733333333,69295
NWRS Staff,2020,3,U31538,RHQ PCN,11M,NHS Gloucestershire ICB - 11M ,QR1,NHS Gloucestershire ICB,Y58,South West,Other Direct Patient Care staff,Social Prescribing Link Workers,Social Prescribing Link Worker,1,3111
