"Practice.Code","Year_Closure","Year","NHS.England..Region..code","NHS.England..Region..Name","CCG.Code","CCG.NAME","Practice.Name","Practice.Address","Practice.Postcode","Practice.Open.Date","Practice.Close.Date","Contract.Type","Dispensing.Practice","Quarter.used.for.patient.data","Number.of.Registered.Patients..Last.Known.Figure.","Number.of.Weighted.Patients..Last.Known.Figure.","Average.payments.per.registered.patient","Average.payments.per.weighted.patient","Global.Sum","MPIG.Correction.factor","Premises.Payments","Seniority","Doctors.Retainer.Scheme.Payments","Total.Locum.Allowances","Prolonged.Study.Leave","Appraisal.Costs","PCO.Admin.Other","Total.QOF.Payments","Alcohol","Childhood.Vaccination.and.Immunisation.Scheme","GP.Extended.Hours.Access","Facilitating.Timely.Diagnosis.and.Support.for.People.with.Dementia","Improving.Patient.Online.Access","Influenza.and.Pneumococcal.Immunisations","Learning.Disabilities","Minor.Surgery","Patient.Participation","Remote.Care.Monitoring","Risk.Profiling.and.Case.Management","Rotavirus.and.Shingles.Immunisation","Services.for.Violent.Patients","Unplanned.Admissions","Total.National.Enhanced.Services","Total.Local.Enhanced.Services","Information.Management.and.Technology","Balance.of.PMS.Expenditure","Non.DES.Item.Pneumococcal.Vaccine..Childhood.Immunisation.Main.Programme","Prescribing.Fee.Payments","Dispensing.Fee.Payments","Reimbursement.of.Drugs","Other.Payments","Total.NHS.Payments.to.General.Practice","Deductions.for.Pensions..Levies.and.Prescription.Charge.Income","Total.NHS.Payments.to.General.Practice.Minus.Deductions","Out.Of.Area.in.Hours.Urgent.Care","Meningitis","LocalEnhancedServices_NHAIS_","LocalEnhancedServices_ISFE_","General.Practice.Forward.View","Pertussis","Total.Local.Incentive.Schemes","PCN.Name","PCN.Participation","PCN.Leadership","PCN.Support","PCN.Extended.Hours.Access","PCN.Workforce","PCN.Investment.and.impact.Fund","PCN.Care.Home.Premium","Covid.Immunisation","Covid.Support.and.Expansion","Average.payments.per.registered.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.weighted.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.registered.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Average.payments.per.weighted.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Total.COVID.Payments","Total.PCN.Payments","Medical.Assessment.Reviews","Weight.Management.Service","General.Practice.Transformation","winter.Access.Fund","Long.Covid","Average.payments.per.registered.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Average.payments.per.weighted.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Sub.ICB.NAME","Local.Incentive.Schemes","Appraisal...Appraiser.Costs.in.Respect.of.Locums","PCN.Enhanced.Access","ICB.NAME","Practice.Type","Practice.Rurality","Atypical.Characteristics","PCN.Code","Total.Global.Sum","Total.IT.Premises","Total.PCO","Total.Contracted.Services","Total.Prescribing","Total.COVID","IMD","IMD_quintile"
"G82727",2020,2021,"Y59","SOUTH EAST COMMISSIONING REGION","91Q","NHS KENT AND MEDWAY CCG","MALLING HEALTH BLUE SUITE","RAINHAM HEALTHY LIV CTR BLUE SUITE103-107 HIGH ST RAINHAM KENT ","ME8  8AA","01/10/1987","30/11/2020","UNKNOWN","Unknown",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,5584.3,5584.3,0,5584.3,0,0,NA,NA,0,0,0,"MEDWAY RAINHAM PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","| Part year of data || No registered patients |","U61151",0,0,5584.3,0,0,0,17.26192688,2
"G82727",2020,2020,"Y59","SOUTH EAST COMMISSIONING REGION","09W","NHS MEDWAY CCG","MALLING HEALTH","MALLING HEALTH RAINHAM HEALTHY LIVING CENTRE 103-107 HIGH STREET RAINHAM KENT","ME8  8AA","01/10/1987","29/09/2019","GMS","No",NA,7636.5,7058.45,94.31,102.03,244024.44,0,360291.24,0,0,0,0,0,0,47494.12,NA,11547.15,0,NA,NA,5008.58,0,0,NA,NA,NA,1539.18,0,NA,NA,NA,0,0,120.43,390.25,0,10014.78,28866.03,720196.66,-9652.21,710544.45,0,2001.94,NA,NA,0,502.92,3380,"MEDWAY RAINHAM PCN",5015.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","| Part year of data |","U61151",244024.44,360291.24,33881.63,24100.2,10405.03,0,17.26192688,2
"G82727",2020,2019,"Q88","NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)","09W","NHS MEDWAY CCG","MALLING HEALTH","MALLING HEALTH RAINHAM HEALTHY LIVING CENTRE 103-107 HIGH STREET RAINHAM KENT","ME8  8AA","01/10/1987"," ","GMS","No",NA,7431.5,6868.27,114.79,124.2,717406.59,0,0,0,0,0,0,0,4833,60957.9,NA,9376.05,0,NA,NA,166.6,0,0,NA,NA,NA,228.78,0,NA,NA,NA,0,0,0,4598.33,0,33733.55,14388.63,853069.04,32370.6,885439.64,0,865.6,NA,NA,0,117.6,6396.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,717406.59,0,19221.63,17151.04,38331.88,0,17.26192688,2
"G82727",2020,2017,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","09W","NHS MEDWAY CCG","MALLING HEALTH","MALLING HEALTH RAINHAM HEALTHY LIVING CENTRE 103-107 HIGH STREET RAINHAM KENT","ME8  8AA","01/10/1987","","APMS","No","Q4",7870,7431.03,126.32,133.78,789836.38,0,-2809.03,0,0,36,0,0,0,100970.82,NA,18434.84,14692.72,297.97,NA,349.96,1276,0,NA,NA,NA,943.28,0,21990.97,98,7865.44,0,0,240.32,4448.24,0,29226.77,4275.99,994143.39,-70646.68,923496.71,0,1968.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,789836.38,-2809.03,4311.99,68158.22,33675.01,0,17.203772635,2
"G82727",2020,2016,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","09W","NHS MEDWAY CCG","Malling Health","Malling Health Rainham Healthy Living Centre 103-107 High Street Rainham Kent","ME8 8AA","","","APMS","No","Q2",7532,7282.831743,147.06,152.09,709418.65,0,49403.62,0,0,16074.24,0,0,0,160463.06,0,23088.84,14284.2,168.41,0,9374.28,0,0,2630.88,0,0,1528,0,21097.25,314.47,13022.28,0,0,210.28,4417.06,0,23034.89,57970.06,1107622.87,-57350.55,1050272.32,0,1122.4,3366.38,9655.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,709418.65,49403.62,74044.3,86841.29,27451.95,0,17.1746955125,2
"G82727",2020,2018,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","09W","NHS MEDWAY CCG","MALLING HEALTH","MALLING HEALTH RAINHAM HEALTHY LIVING CENTRE 103-107 HIGH STREET RAINHAM KENT","ME8  8AA","01/10/1987","","APMS","No","Q4",7649,7161.49,145.3,155.19,746099.15,0,141332.14,0,0,13985.16,0,0,1819.48,90010.35,NA,18353.18,15010,0,NA,21422.8,0,0,NA,NA,NA,1793.4,0,5958.26,NA,2536.4,0,0,0,4335.74,0,31653.95,13644.9,1111384.91,-83285.11,1028099.8,0,3047.8,NA,NA,0,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,746099.15,141332.14,29449.54,68504.04,35989.69,0,17.2328497575,2
"G82727",2020,2015,"Q67","Kent and Medway","09W","Medway","Malling Health","Malling Health Rainham Healthy Living Centre 103-107 High Street Rainham Kent","ME8 8AA","-","-","APMS","No","Q2",7830,7660,174.24,178.1,1067534,0,41623,0,0,0,0,0,0,78517,0,29374,6950,2923,0,10199,116,0,8056,0,5420,1322,0,15712,675,18726,0,52728,1847,4643,0,20476,-2542,1364300,-2617,1361682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,1120262,41623,-2542,101320,25119,0,17.14561839,2
"G82757",2020,2021,"Y59","SOUTH EAST COMMISSIONING REGION","91Q","NHS KENT AND MEDWAY CCG","LAKE MEDICAL CENTRE","53 TODD CRESCENT KEMSLEY SITTINGBOURNE KENT ","ME10 2TZ","15/01/1990","17/08/2020","GMS","No",NA,5136.5,4688.13,42.58,46.66,138408.87,0,28819.01,0,0,0,0,0,1473.4,25611.41,NA,1022.29,0,NA,NA,120.72,280,13684,NA,NA,NA,311.86,0,NA,NA,NA,0,0,0,0,0,0,0,218732.95,-1337.9,220070.85,0,482.88,NA,NA,0,160.96,5617.59,"SITTINGBOURNE WEST PCN",2739.96,0,0,0,0,0,0,0,0,42.58,46.66,42.58,46.66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","| Part year of data || Large fluctuation in patients |","U08744",138408.87,28819.01,4213.36,21680.3,0,0,23.08014607,3
"G82757",2020,2016,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","10D","NHS SWALE CCG","Lakeside Medical Centre","53 Todd Crescent Kemsley Sittingbourne Kent ","ME102TZ","","","GMS","No","Q2",2107,1745.497703,101.14,122.09,126674.1,7883.28,37042.77,0,0,0,0,0,0,14739.49,0,3567.24,3980.52,0,0,2322.56,0,712.53,553.82,0,0,282.68,0,3888.87,61.36,8404.9,0,0,60.08,650.79,0,2236.33,-401.35,213108.09,-1011.57,212096.52,0,448.12,1070.89,7334.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,134557.38,37042.77,-401.35,24282.68,2887.12,0,21.04368784,3
"G82757",2020,2020,"Y59","SOUTH EAST COMMISSIONING REGION","10D","NHS SWALE CCG","LAKESIDE MEDICAL CENTRE","53 TODD CRESCENT KEMSLEY SITTINGBOURNE KENT ","ME10 2TZ","15/01/1990","","GMS","No",NA,4665.5,4497.72,109.72,113.81,382628.01,1576.68,34800,0,0,0,0,0,0,19504.41,NA,2916.89,2749.4,NA,NA,6255.04,420,22616,NA,NA,NA,1247.44,0,NA,NA,NA,0,0,1869.73,0,0,806.03,7232.28,511900.57,-28090.68,483809.89,0,3551.18,NA,NA,0,697.18,15421.81,"SITTINGBOURNE WEST PCN",7608.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","","U08744",384204.69,34800,14840.77,57744.67,806.03,0,23.08014607,3
"G82757",2020,2019,"Q88","NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)","10D","NHS SWALE CCG","LAKESIDE MEDICAL CENTRE","53 TODD CRESCENT KEMSLEY SITTINGBOURNE KENT ","ME10 2TZ","15/01/1990"," ","GMS","No",NA,3402.5,3181.15,123.17,131.74,302320.35,3153.36,48362.63,0,0,0,0,0,0,20650.52,NA,1581.3,7643.9,NA,NA,39.2,0,17820,NA,NA,NA,58.8,0,NA,NA,NA,0,0,0,0,0,0,6970.02,419087.36,-16693.19,402394.17,0,274.4,NA,NA,0,39.2,10173.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","| Large fluctuation in patients |",NA,305473.71,48362.63,6970.02,37630.48,0,0,23.08014607,3
"G82757",2020,2018,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","10D","NHS SWALE CCG","LAKESIDE MEDICAL CENTRE","53 TODD CRESCENT KEMSLEY SITTINGBOURNE KENT ","ME10 2TZ","15/01/1990","","GMS","No","Q4",2743,2450.91,105.85,118.47,188829.15,4729.92,23375,0,0,0,0,0,0,19368.07,NA,2634.57,1173.25,0,NA,2969.4,140,24250.1,NA,NA,NA,372.4,0,1108.24,NA,9612.16,0,0,0,98.61,0,806.65,9796.07,290351.39,-1123.5,289227.89,0,921.2,NA,NA,0,166.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,193559.07,23375,9796.07,43347.92,905.26,0,22.40132666,3
"G82757",2020,2017,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","10D","NHS SWALE CCG","LAKESIDE MEDICAL CENTRE","53 TODD CRESCENT KEMSLEY SITTINGBOURNE KENT ","ME10 2TZ","15/01/1990","","GMS","No","Q4",2339,2062.77,109.4,124.05,147949.44,6306.6,37262.74,0,0,0,0,0,0,19613.28,NA,4169.78,0,83.87,NA,2408.64,116,18971.24,NA,NA,NA,383.36,0,4542.3,207.08,6941.01,0,0,60.08,716.09,0,2060.95,3339.25,255885.99,-1640.63,254245.36,0,754.28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,154256.04,37262.74,3339.25,38637.64,2777.04,0,21.72250725,3
"G82757",2020,2015,"Q67","Kent and Medway","10D","Swale","Lakeside Medical Centre","Sittingbourne Memorial Hosp Bell Road Sittingbourne Kent ","ME104DT","-","-","GMS","No","Q2",2443,1977,74.84,92.49,129905,9460,6375,2944,0,0,0,0,0,13702,0,3685,4872,949,0,1994,116,534,0,0,0,145,0,5513,77,612,0,0,330,582,0,1955,-927,182822,-1107,181715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,139365,6375,2017,18827,2537,0,20.36486843,3
"G82812",2016,2017,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","10E","NHS THANET CCG","WICKHAM SURGERY","THE WICKHAM SURGERY 1 WICKHAM AVENUE RAMSGATE KENT ","CT11 8AY","01/02/1984","20/10/2016","GMS","No","Q3",309,240.59,311.2,399.69,59238.88,0,9496.77,3185.29,0,0,0,0,40,16499.03,NA,0,0,0,NA,0,0,0,NA,NA,NA,38.2,0,0,0,1161.6,0,0,0,0,0,0,6500,96159.77,-2848.96,93310.81,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","| Part year of data | Large decrease in patient numbers |",NA,59238.88,9496.77,9725.29,1199.8,0,0,26.40311531,4
"G82812",2016,2015,"Q67","Kent and Medway","10E","Thanet","Wickham Surgery","The Wickham Surgery 1 Wickham Avenue Ramsgate Kent ","CT118AY","-","-","GMS","No","Q2",1824,1970,110.11,101.97,138743,0,18128,9910,0,0,0,0,0,21696,0,3121,0,0,0,2475,0,0,0,0,0,84,0,3930,0,23,0,0,195,890,0,2311,-669,200838,-863,199975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,138743,18128,9241,9828,3201,0,26.40311531,4
"G82812",2016,2016,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","10E","NHS THANET CCG","Wickham Surgery","The Wickham Surgery 1 Wickham Avenue Ramsgate Kent ","CT118AY","","","GMS","No","Q2",1841,2015.471065,113.28,103.47,150810.36,0,18131.62,9017.75,0,0,0,0,0,18916.79,0,957.24,0,0,0,3346.32,0,0,0,0,0,91.68,0,0,0,3722.74,0,0,0,881.6,0,2975.63,-310.05,208541.68,-3925.39,204616.29,0,0,0,3722.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,150810.36,18131.62,8707.7,8117.98,3857.23,0,26.40311531,4
"G82820",2020,2016,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","09W","NHS MEDWAY CCG","Wayfield Road","183B Wayfield Road Chatham Kent  ","ME5 0HD","","","GMS","No","Q2",1849,1809.364263,143.97,147.12,174037.2,0,18281.49,76.37,0,0,0,0,0,26518.19,0,3269.55,4611.8,0,0,3949.88,0,6991.71,0,0,0,695.24,0,4670.96,99.71,2590.58,0,0,45.06,4382.45,0,15682.61,-435.02,266199.78,-989.22,265210.56,0,732,681.91,1908.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,174037.2,18281.49,-358.65,27656.49,20065.06,0,27.036031785,4
"G82820",2020,2018,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","09W","NHS MEDWAY CCG","WAYFIELD ROAD","183B WAYFIELD ROAD CHATHAM KENT  ","ME5  0HD","14/04/1969","","GMS","No","Q4",4987,5234.45,121.17,115.45,416578.08,0,58379.7,0,0,0,0,0,5978.29,61523.64,NA,5266.23,0,0,NA,9731.4,0,5254.89,NA,NA,NA,1470,0,3148.53,NA,2349.5,0,0,0,3796.93,0,12865.99,15506.49,604299.67,-2075.56,602224.11,0,1969.8,NA,NA,0,480.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,416578.08,58379.7,21484.78,29670.55,16662.92,0,28.368331715,4
"G82820",2020,2020,"Y59","SOUTH EAST COMMISSIONING REGION","09W","NHS MEDWAY CCG","WAYFIELD ROAD","183B WAYFIELD ROAD CHATHAM KENT  ","ME5  0HD","14/04/1969","","GMS","No",NA,5342.25,5324.11,115.05,115.44,455839.83,0,23494.23,1331.17,0,0,0,0,6813,71433.76,NA,10705.98,0,NA,NA,7911.76,0,660,NA,NA,NA,1156.9,0,NA,NA,NA,0,0,1009.26,3375.03,0,12710.09,2127.48,614636.21,-33421.66,581214.55,0,2313.8,NA,NA,0,509.16,4202.14,"MEDWAY SOUTH PCN",9042.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","","U21965",455839.83,23494.23,19314.27,28469,16085.12,0,29.03448168,4
"G82820",2020,2019,"Q88","NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)","09W","NHS MEDWAY CCG","WAYFIELD ROAD","183B WAYFIELD ROAD CHATHAM KENT  ","ME5  0HD","14/04/1969"," ","GMS","No",NA,5065.25,5104.13,111.88,111.03,432320.2,0,20990.32,0,0,0,0,0,0,64114.45,NA,5645.56,0,NA,NA,8702.4,140,1763.19,NA,NA,NA,1022.48,0,NA,NA,NA,0,0,1321.76,3578.37,0,15310.58,8102.76,566719.59,-25995.88,540723.71,0,1569.54,NA,NA,0,343,1794.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,432320.2,20990.32,8102.76,22302.91,18888.95,0,29.03448168,4
"G82820",2020,2021,"Y59","SOUTH EAST COMMISSIONING REGION","91Q","NHS KENT AND MEDWAY CCG","WAYFIELD ROAD SURGERY","183B WAYFIELD ROAD CHATHAM KENT  ","ME5  0HD","14/04/1969","10/08/2020","GMS","No",NA,5389.5,5295.41,22.89,23.29,79049.02,0,2008,0,0,0,0,0,4605.64,27923.26,NA,179.01,0,NA,NA,734.38,0,116,NA,NA,NA,321.92,0,NA,NA,NA,0,0,0,186.21,0,627.33,3527.5,123342.49,-13627.22,136969.71,0,533.18,NA,NA,0,211.26,1743.26,"MEDWAY SOUTH PCN",1576.52,0,0,0,0,0,0,0,0,22.89,23.29,22.89,23.29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","| Part year of data || Large fluctuation in patients |","U21965",79049.02,2008,9709.66,3839.01,813.54,0,29.03448168,4
"G82820",2020,2015,"Q67","Kent and Medway","09W","Medway","Wayfield Road","183B Wayfield Road Chatham Kent  ","ME5 0HD","-","-","GMS","No","Q2",1870,1812,112.32,115.93,126123,0,9690,13900,0,5800,0,0,0,27182,0,3194,4124,689,0,2330,306,8194,0,0,1370,321,0,4003,84,1900,0,0,255,132,0,1006,-572,210034,-879,209155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway",NA,NA,NA,NA,126123,9690,19128,26770,1138,0,26.36988182,4
"G82820",2020,2017,"Q81","NHS ENGLAND SOUTH (SOUTH EAST)","09W","NHS MEDWAY CCG","WAYFIELD ROAD","183B WAYFIELD ROAD CHATHAM KENT  ","ME5  0HD","14/04/1969","","GMS","No","Q4",4256,4431.64,130.38,125.21,327132.97,0,62088.93,0,0,26730.76,0,0,0,80425.35,NA,3567.12,7769.12,167.74,NA,7355.48,0,8283.23,NA,NA,NA,529.36,0,10006.01,223.27,3023.92,0,0,120.16,3312.51,0,10791.99,2231.13,554895.49,-3036.63,551858.86,0,1136.44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kent and Medway","GP practice","Urban","",NA,327132.97,62088.93,28961.89,42181.85,14104.5,0,27.70218175,4
"G83017",2018,2019,"Q71","NHS ENGLAND LONDON","08A","NHS GREENWICH CCG","HENLEY CROSS GPS","HENLEY CROSS GPS 115 TUDWAY ESTATE KIDBROOKE VILLAGE LONDON ","SE3  9YX","01/07/1977","30/09/2018","PMS","No",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,106.97,106.97,0,106.97,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South East London","GP practice","Urban","| Part year of data |",NA,0,0,106.97,0,0,0,30.34382895,4
"G83017",2018,2017,"Q71","NHS ENGLAND LONDON","08A","NHS GREENWICH CCG","HENLEY CROSS GPS","HENLEY CROSS GPS 115 TUDWAY ESTATE KIDBROOKE VILLAGE LONDON ","SE3  9YX","01/07/1977","","PMS","No","Q4",4387,4391.56,136.35,136.21,432686.25,0,51032.96,0,0,0,0,0,0,19804.84,NA,813.2,-4303.5,0,NA,401.8,0,0,NA,NA,NA,666.4,0,0,78.4,84485.75,0,-365.58,0,0,0,838.8,10574.62,598174.14,-12731.16,585442.98,0,1460.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South East London","GP practice","Urban","",NA,432320.67,51032.96,10574.62,83602.25,838.8,0,30.34382895,4
"G83017",2018,2015,"Q71","London","08A","Greenwich","Henley Cross Gps","Henley Cross Gps 115 Tudway Estate Kidbrooke Village London ","SE3 9YX","-","-","PMS","No","Q2",3860,4064,126.05,119.72,0,0,60058,17497,0,0,0,0,0,40145,0,0,1550,1439,0,-3835,0,-15359,-3467,-662,0,92,0,7945,0,8,0,340331,0,1446,0,4770,34590,486548,-15683,470864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South East London",NA,NA,NA,NA,340331,60058,52087,-12289,6216,0,30.34382895,4
"G83017",2018,2018,"Q71","NHS ENGLAND LONDON","08A","NHS GREENWICH CCG","HENLEY CROSS GPS","HENLEY CROSS GPS 115 TUDWAY ESTATE KIDBROOKE VILLAGE LONDON ","SE3  9YX","01/07/1977","","PMS","No","Q4",869,630.24,119.06,164.17,35723.85,0,0,0,0,0,0,0,0,0,NA,29.4,0,0,NA,29.4,0,0,NA,NA,NA,19.6,0,0,NA,7058.8,0,0,0,721.97,0,2320.98,57314.55,103463.55,-816.96,102646.59,0,245,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South East London","GP practice","Urban","| Large decrease in patient numbers |",NA,35723.85,0,57314.55,7382.2,3042.95,0,30.34382895,4
"G83017",2018,2016,"Q71","NHS ENGLAND LONDON","08A","NHS GREENWICH CCG","Henley Cross Gps","Henley Cross Gps 115 Tudway Estate Kidbrooke Village London ","SE3 9YX","","","PMS","No","Q2",4324,4427.459958,123.83,120.94,46995.6,0,45975.01,12416.95,0,0,0,0,0,44876.45,0,297.96,0,1975.26,0,30.56,0,0,0,0,0,290.32,0,1070.97,0,9671.5,0,352834.21,0,0,0,0,18890.08,535436.91,-26542.72,508894.19,0,112.04,9671.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South East London",NA,NA,NA,NA,399829.81,45975.01,31307.03,13448.61,0,0,30.34382895,4
"G83022",2020,2016,"Q71","NHS ENGLAND LONDON","08A","NHS GREENWICH CCG","Westmount Surgery","191 Westmount Road Eltham London  ","SE9 1XY","","","PMS","No","Q2",2380,2388.054423,125.68,125.26,0,0,23376,10445.25,0,0,0,0,0,30927.15,0,0,0,4860.64,0,450.76,928,0,0,0,0,825.12,0,1689.84,15.34,157.84,0,216562.11,0,1588.84,0,5460.72,1748.95,299128.24,5476.79,304605.03,0,91.68,157.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South East London",NA,NA,NA,NA,216562.11,23376,12194.2,9019.22,7049.56,0,12.9684003575,2
