"Practice.Code","Year","location_name","service_population_group","domain","latest_rating","inherited_rating_y_n","IMD","IMD_quintile","ICB_NAME"
"G83052",2020,"Belvedere Medical Centre","Overall","Overall","Good","N",20.16479018,3,"South East London"
"G83053",2020,"Bexley Medical Group","Overall","Overall","Good","N",16.08356332,2,"South East London"
"G83057",2020,"Woodlands Primary Care","Overall","Overall","Good","N",10.78127495,1,"South East London"
"G83058",2016,"South Street Medical Centre","Overall","Overall","Good","N",24.536761805,4,"South East London"
"G83060",2021,"Glyndon PMS","Overall","Overall","Good","N",29.78609738,4,"South East London"
"G83062",2017,"Slade Green Medical Centre","Overall","Overall","Good","N",28.18321382,4,"South East London"
"G83065",2018,"Burney Street PMS","Overall","Overall","Good","N",21.5381521575,3,"South East London"
"G83066",2024,"Sidcup Medical Centre","Overall","Overall","Good","N",15.98158596,2,"South East London"
"G83067",2020,"Ferryview Health Centre GP Surgery","Overall","Overall","Good","N",29.02236492,4,"South East London"
"G83628",2018,"New Eltham Medical Centre","Overall","Overall","Good","N",12.47213793,1,"South East London"
"G83630",2022,"Dr S Bhadra & Dr A Padiyar Partners","Overall","Overall","Good","N",26.74012326,3,"South East London"
"G83631",2019,"Abbeyslade PMS - Dr Chand","Overall","Overall","Good","N",24.68432388,3,"South East London"
"G83633",2019,"Conway PMS","Overall","Overall","Good","Y",20.80647296,3,"South East London"
"G83635",2024,"Waverley PMS","Overall","Overall","Good","N",22.50784288,3,"South East London"
"G83641",2020,"Plumbridge Medical Centre","Overall","Overall","Requires improvement","N",25.58383046,4,"South East London"
"G83642",2016,"Crayford Town Surgery","Overall","Overall","Good","N",20.5532617975,3,"South East London"
"G83647",2017,"Dr Mostafa Mostafa","Overall","Overall","Good","N",25.886358865,4,"South East London"
"G83651",2016,"Blackheath PMS","Overall","Overall","Good","N",24.0628632375,4,"South East London"
"G83654",2016,"Bannockburn PMS","Overall","Overall","Good","N",26.0529630225,4,"South East London"
"G83673",2018,"Primecare - Dr S & N Ratneswaren","Overall","Overall","Good","N",24.239109165,3,"South East London"
"G83680",2022,"Eltham Medical Practice","Overall","Overall","Good","N",23.04142302,3,"South East London"
"G84001",2016,"South View Partnership","Overall","Overall","Good","N",10.99916015,1,"South East London"
"G84002",2019,"Dysart Surgery","Overall","Overall","Good","N",9.056090112,1,"South East London"
"G84003",2016,"Links Medical Practice","Overall","Overall","Good","N",31.8338635225,5,"South East London"
"G84004",2016,"Stock Hill Surgery","Overall","Overall","Good","N",10.83920746,1,"South East London"
"G84005",2017,"The Derry Downs Surgery","Overall","Overall","Good","N",25.76652496,4,"South East London"
"G84006",2018,"Summercroft Surgery","Overall","Overall","Good","N",8.498570365,1,"South East London"
"G84007",2018,"Poverest Medical Centre","Overall","Overall","Good","N",22.462283375,3,"South East London"
"G84008",2019,"Manor Road Surgery","Overall","Overall","Good","N",10.73578768,1,"South East London"
"G84009",2016,"The Family Surgery","Overall","Overall","Good","N",9.12980228075,1,"South East London"
"G84010",2016,"The Chislehurst Medical Practice","Overall","Overall","Good","N",10.0772844145,1,"South East London"
"G84011",2024,"Eden Park Surgery","Overall","Overall","Good","N",11.53258117,1,"South East London"
"G84013",2019,"St Mary Cray Practice","Overall","Overall","Good","N",30.62711836,4,"South East London"
"G84015",2016,"Station Road Surgery","Overall","Overall","Good","N",7.15100396425,1,"South East London"
"G84016",2017,"London Lane Clinic","Overall","Overall","Good","N",14.317490085,2,"South East London"
"G84017",2019,"Addington Road Surgery","Overall","Overall","Good","N",8.260130348,1,"South East London"
"G84018",2016,"Corner Ways Surgery","Overall","Overall","Good","N",8.89839047375,1,"South East London"
"G84019",2018,"The Broomwood Road Surgery","Overall","Overall","Good","N",31.9046435125,4,"South East London"
"G84020",2022,"Chelsfield Surgery","Overall","Overall","Requires improvement","N",9.495768707,1,"South East London"
"G84023",2017,"Crown Medical Centre","Overall","Overall","Good","N",14.293996415,2,"South East London"
"G84024",2019,"The Bromley Common Practice","Overall","Overall","Good","N",14.98898408,2,"South East London"
"G84025",2021,"Oaks Park Medical Centre","Overall","Overall","Good","N",25.55194172,3,"South East London"
"G84027",2016,"Elm House Surgery","Overall","Overall","Good","N",11.622046555,2,"South East London"
"G84028",2019,"St James' Practice","Overall","Overall","Good","N",13.02410103,1,"South East London"
"G84029",2024,"Robin Hood Surgery","Overall","Overall","Requires improvement","N",23.75878866,3,"South East London"
"G84030",2024,"Forge Close Surgery","Overall","Overall","Good","N",6.823544332,1,"South East London"
"G84032",2022,"Knoll Medical Practice","Overall","Overall","Good","N",12.3679632,1,"South East London"
"G84033",2016,"Pickhurst Surgery","Overall","Overall","Good","N",6.6791148715,1,"South East London"
"G84035",2016,"Tudor Way Surgery","Overall","Overall","Good","N",7.67099954825,1,"South East London"
"G84039",2017,"Norheads Lane Surgery","Overall","Overall","Good","N",10.9911548,1,"South East London"
"G84040",2016,"Ballater Surgery","Overall","Overall","Good","N",13.6391620025,2,"South East London"
"G84041",2022,"Dr Felix Balaratnam","Overall","Overall","Good","N",24.71861673,3,"South East London"
"G84604",2018,"Highland Medical Practice","Overall","Overall","Good","N",12.9617447775,1,"South East London"
"G84607",2016,"Wickham Park Surgery","Overall","Overall","Good","N",12.55067163,2,"South East London"
"G84609",2017,"Bank House Surgery","Overall","Overall","Good","Y",12.29396586,1,"South East London"
"G84621",2017,"The Whitehouse Surgery","Overall","Overall","Good","N",8.0078440675,1,"South East London"
"G84624",2019,"Anerley Surgery","Overall","Overall","Good","N",25.5566689,4,"South East London"
"G84625",2020,"Oakfield Surgery","Overall","Overall","Good","N",25.0767022,4,"South East London"
"G84627",2016,"Green Street Green Medical Centre","Overall","Overall","Good","N",9.17407788675,1,"South East London"
"G84629",2017,"Dr Atul Arora","Overall","Overall","Good","N",16.47662921,2,"South East London"
"G84630",2018,"The Crescent Surgery","Overall","Overall","Good","N",22.321853115,3,"South East London"
"G85001",2021,"Forest Hill Group Practice","Overall","Overall","Good","N",16.91905486,2,"South East London"
"G85002",2020,"Streatham High Surgery","Overall","Overall","Good","N",22.96255479,3,"South East London"
"G85003",2017,"Belmont Hill Surgery","Overall","Overall","Good","N",22.13438888,3,"South East London"
"G85004",2023,"Modality Lewisham","Overall","Overall","Requires improvement","N",22.52060874,3,"South East London"
"G85006",2022,"The Acorn & Gaumont House Surgery","Overall","Overall","Inadequate","N",33.54433746,4,"South East London"
"G85011",2021,"The Clapham Family Practice","Overall","Overall","Good","N",23.03773514,3,"South East London"
"G85013",2020,"Dr Durston & Partners","Overall","Overall","Good","N",28.18692296,4,"South East London"
"G85014",2017,"Streatham Common Group Practice","Overall","Overall","Good","N",22.341296885,3,"South East London"
"G85015",2022,"The Queens Road Partnership","Overall","Overall","Good","N",29.83049359,4,"South East London"
"G85016",2024,"Herne Hill Group Practice","Overall","Overall","Good","N",20.88148398,2,"South East London"
"G85016001",2017,"The Well Centre","Overall","Overall","Good","N",NA,NA,NA
"G85019",2018,"The Trafalgar Surgery","Overall","Overall","Good","N",33.3543244075,4,"South East London"
"G85020",2019,"Kingfisher Medical Practice","Overall","Overall","Good","N",26.98663801,4,"South East London"
"G85021",2023,"Prentis Medical Centre","Overall","Overall","Good","N",23.7859445,3,"South East London"
"G85022",2019,"North Wood Group Practice","Overall","Overall","Good","N",26.03294044,4,"South East London"
"G85023",2017,"Lewisham Medical Centre","Overall","Overall","Good","N",23.78744389,4,"South East London"
"G85024",2021,"Sydenham Green Group Practice","Overall","Overall","Good","N",27.25462674,4,"South East London"
"G85025",2017,"Brixton Hill Group Practice","Overall","Overall","Good","N",27.48046884,4,"South East London"
"G85026",2017,"Dr. Jeyanathan and partners","Overall","Overall","Good","N",32.470169055,5,"South East London"
"G85027",2017,"Burnt Ash Surgery","Overall","Overall","Good","N",21.64966422,3,"South East London"
"G85028",2017,"Stockwell Group Practice","Overall","Overall","Good","N",34.47911598,5,"South East London"
"G85029",2018,"Falmouth Road Group Practice","Overall","Overall","Good","N",31.2545004175,4,"South East London"
"G85030",2017,"Parkside Medical Centre","Overall","Overall","Good","N",32.785976165,5,"South East London"
"G85031",2023,"DMC Chadwick Road","Overall","Overall","Requires improvement","N",23.63233581,3,"South East London"
"G85032",2017,"Torridon Road Medical Practice","Overall","Overall","Good","N",23.472727615,4,"South East London"
"G85034",2020,"Nexus Health Group","Overall","Overall","Requires improvement","N",28.53542449,4,"South East London"
"G85035",2016,"The Morden Hill Surgery","Overall","Overall","Good","N",27.3473476275,4,"South East London"
"G85038",2016,"St John's Medical Centre","Overall","Overall","Good","N",25.95979192,4,"South East London"
"G85039",2019,"Paxton Green Group Practice","Overall","Overall","Good","N",26.49628084,4,"South East London"
"G85040",2017,"Queens Road Surgery","Overall","Overall","Good","N",35.4409063,5,"South East London"
"G85041",2018,"Palace Road Surgery","Overall","Overall","Good","N",27.5239254425,4,"South East London"
"G85042",2016,"St Giles - Dr M Pandey and Partner","Overall","Overall","Good","N",32.3066566175,5,"South East London"
"G85044",2018,"Valley Road Surgery","Overall","Overall","Good","N",22.8229179125,3,"South East London"
"G85045",2017,"Hetherington Group Practice","Overall","Overall","Good","N",26.77334434,4,"South East London"
"G85046",2016,"Lee Road Surgery","Overall","Overall","Good","N",15.1498851975,2,"South East London"
"G85047",2017,"Knights Hill Surgery","Overall","Overall","Good","N",27.831863825,4,"South East London"
"G85051",2017,"Elm Lodge Surgery","Overall","Overall","Good","N",13.086457975,2,"South East London"
"G85052",2017,"Dr Abdel Aziz Abu-Nijaila","Overall","Overall","Good","N",33.536504055,5,"South East London"
"G85053",2023,"Hurley Clinic","Overall","Overall","Requires improvement","N",27.72429802,4,"South East London"
"G85054",2024,"Lambeth Walk Group Practice","Overall","Overall","Good","N",26.93712824,3,"South East London"
"G85055",2017,"Hilly Fields Medical Centre","Overall","Overall","Good","N",21.310976325,3,"South East London"
"G85057",2022,"Downham Family Medical Practice","Overall","Overall","Requires improvement","N",32.75006727,4,"South East London"
"G85061",2022,"Woolstone Medical Centre","Overall","Overall","Good","N",24.7156591,3,"South East London"
"G85073",2016,"Drs Patel and Partner","Overall","Overall","Good","N",33.4793161175,5,"South East London"
"G85076",2024,"New Cross Health Centre","Overall","Overall","Requires improvement","N",29.46607034,4,"South East London"
"G85083",2019,"The Sandmere Road Practice","Overall","Overall","Good","N",27.5400045,4,"South East London"
"G85084",2016,"Penrose Surgery","Overall","Overall","Good","N",33.7957191075,5,"South East London"
"G85085",2017,"Grove Medical Centre","Overall","Overall","Good","N",28.98183354,4,"South East London"
"G85086",2016,"South Lambeth Road Practice","Overall","Overall","Good","N",31.056676445,4,"South East London"
"G85087",2023,"Silverlock Medical Centre","Overall","Overall","Good","N",29.66785866,4,"South East London"
"G85087004",2019,"GP Hub Brondesbury","Overall","Overall","Good","N",NA,NA,NA
"G85087005",2019,"GP Hub Somers","Overall","Overall","Good","N",NA,NA,NA
"G85089",2016,"Honor Oak Group Practice","Overall","Overall","Good","N",26.52334116,4,"South East London"
"G85091",2023,"Dr Mahreen Chawdhery","Overall","Overall","Good","N",17.03085077,2,"South East London"
"G85096",2018,"The Vale Surgery","Overall","Overall","Good","N",21.9706895425,3,"South East London"
"G85100",2016,"Beckett House Practice","Overall","Overall","Good","N",32.38735388,5,"South East London"
"G85102",2017,"The Vauxhall Surgery","Overall","Overall","Good","Y",30.073293905,4,"South East London"
"G85104",2019,"ICO Health Group - Chinbrook Surgery","Overall","Overall","Good","N",31.45842119,4,"South East London"
"G85105",2018,"Vesta Road Surgery","Overall","Overall","Good","N",22.278592425,3,"South East London"
"G85109",2017,"Clapham Park Group Practice","Overall","Overall","Good","N",21.66863548,3,"South East London"
"G85114",2022,"Wells Park Practice","Overall","Overall","Good","N",26.07824967,3,"South East London"
"G85119",2018,"Sternhall Lane Surgery","Overall","Overall","Good","N",29.104566885,4,"South East London"
"G85120",2021,"Triangle Group Practice","Overall","Overall","Requires improvement","N",30.15403256,4,"South East London"
"G85121",2016,"Dr Sanjay Das","Overall","Overall","Good","N",29.939067865,4,"South East London"
"G85123",2017,"Binfield Road Surgery","Overall","Overall","Good","N",31.20591199,4,"South East London"
"G85125",2018,"Park Medical Centre","Overall","Overall","Good","Y",33.2826914575,4,"South East London"
"G85127",2023,"The Corner Surgery","Overall","Overall","Good","N",27.85428257,4,"South East London"
"G85129",2021,"The Deerbrook Surgery","Overall","Overall","Good","Y",25.114753,3,"South East London"
"G85130",2019,"Mawbey Group Practice","Overall","Overall","Good","N",28.56421397,4,"South East London"
"G85132",2023,"Tessa Jowell GP Surgery","Overall","Overall","Requires improvement","N",19.89760223,2,"South East London"
"G85134",2019,"Dr P Arumugaraasah's & Partners","Overall","Overall","Good","N",31.20135794,4,"South East London"
"G85135",2016,"Minet Green Health Practice","Overall","Overall","Good","N",37.9848671575,5,"South East London"
"G85136",2017,"Waterloo Health Centre","Overall","Overall","Good","Y",24.449248665,4,"South East London"
"G85137",2023,"Brockwell Park Surgery","Overall","Overall","Good","N",23.71445273,3,"South East London"
"G85138",2019,"Albion Street Group Practice","Overall","Overall","Good","N",20.82698523,3,"South East London"
"G85623",2023,"Dr B Bhatti & Dr R Das","Overall","Overall","Good","N",26.78742164,4,"South East London"
"G85632",2017,"The Villa Street Medical Centre","Overall","Overall","Good","N",34.72133212,5,"South East London"
"G85633",2024,"Novum Health Partnership","Overall","Overall","Requires improvement","N",29.98031441,4,"South East London"
"G85642",2023,"Dr Shivraj Chudha","Overall","Overall","Good","N",22.4014509,3,"South East London"
"G85644",2016,"The Gardens Surgery","Overall","Overall","Good","N",21.182986595,3,"South East London"
"G85647",2024,"The Exchange Surgery","Overall","Overall","Good","N",23.04467467,3,"South East London"
"G85651",2023,"Dulwich Medical Centre","Overall","Overall","Requires improvement","N",17.64593065,2,"South East London"
"G85662",2016,"The Streatham Hill Group Practice","Overall","Overall","Good","N",25.452311535,4,"South East London"
"G85673",2017,"Springfield Primary Care Centre","Overall","Overall","Good","N",31.293189495,4,"South East London"
"G85674",2017,"Grafton Medical Partners","Overall","Overall","Good","N",21.083296415,3,"South East London"
"G85681",2023,"The Lordship Lane Surgery","Overall","Overall","Requires improvement","N",21.12589095,3,"South East London"
"G85685",2017,"The Nunhead Surgery","Overall","Overall","Good","N",30.04366416,4,"South East London"
"G85690",2018,"HHR Medical","Overall","Overall","Good","N",30.59946789,4,"South East London"
"G85695",2020,"Akerman Medical Practice","Overall","Overall","Requires improvement","N",30.08776386,4,"South East London"
"G85696",2016,"Dr J Israel's Practice","Overall","Overall","Good","N",26.16159617,4,"South East London"
"G85698",2024,"Amersham Vale Practice","Overall","Overall","Good","N",30.38105236,4,"South East London"
"G85705",2019,"Dr Alan M Campion","Overall","Overall","Good","N",15.31184937,2,"South East London"
"G85706",2023,"The Old Dairy Health Centre","Overall","Overall","Good","N",18.01599405,2,"South East London"
"G85708",2016,"Dr Curran and Partners","Overall","Overall","Good","N",24.9089697325,4,"South East London"
"G85711",2018,"Deptford Surgery","Overall","Overall","Good","N",30.581380695,4,"South East London"
"G85715",2019,"The Lister Practice","Overall","Overall","Good","N",31.43618643,4,"South East London"
"G85716",2017,"Dr H Tattersfield & Mr M Lenzi","Overall","Overall","Good","N",34.37977482,5,"South East London"
"G85721",2018,"Dr Bradford & Partners","Overall","Overall","Good","N",34.306422705,5,"South East London"
"G85722",2016,"Dr Ngozi Uduku","Overall","Overall","Good","N",27.11044357,4,"South East London"
"G85724",2017,"Edith Cavell Surgery","Overall","Overall","Good","N",24.53465794,4,"South East London"
"G85726",2016,"Brunswick Park Family Practice","Overall","Overall","Good","N",32.0936021025,5,"South East London"
"G85727",2016,"Nightingale Surgery","Overall","Overall","Good","N",22.387210885,3,"South East London"
"G85736",2016,"Dr MOG Sarder's Practice","Overall","Overall","Good","N",32.13909488,5,"South East London"
"H81002",2017,"Knowle Green Medical","Overall","Overall","Good","N",12.46503316,2,"Surrey Heartlands"
"H81003",2016,"Sunbury Health Centre Group Practice","Overall","Overall","Good","N",13.1708554375,2,"Surrey Heartlands"
"H81004",2018,"Shepperton Medical Practice","Overall","Overall","Good","N",11.40240282,1,"Surrey Heartlands"
"H81006",2019,"Austen Road Surgery","Overall","Overall","Good","N",7.038691151,1,"Surrey Heartlands"
"H81007",2018,"Rowan Tree Practice","Overall","Overall","Good","N",7.15888084025,1,"Surrey Heartlands"
"H81009",2016,"Studholme Medical Centre","Overall","Overall","Good","N",12.158324015,2,"Surrey Heartlands"
"H81010",2022,"Guildowns Group Practice","Overall","Overall","Good","N",9.971164818,1,"Surrey Heartlands"
"H81011",2016,"Nork Clinic","Overall","Overall","Good","N",6.05206444425,1,"Surrey Heartlands"
"H81013",2017,"Frimley Green Medical Centre","Overall","Overall","Good","N",9.6273934285,1,"Frimley"
"H81015",2017,"Chobham and West End Medical Practice","Overall","Overall","Good","N",6.4324721075,1,"Surrey Heartlands"
"H81016",2018,"Fairfield Medical Centre","Overall","Overall","Good","N",6.618303502,1,"Surrey Heartlands"
"H81017",2018,"Ashlea Medical Practice","Overall","Overall","Good","N",8.04783989675,1,"Surrey Heartlands"
"H81019",2017,"Sunny Meed Surgery","Overall","Overall","Good","N",10.63100246,1,"Surrey Heartlands"
"H81020",2016,"Fort House Surgery","Overall","Overall","Good","Y",8.79329638475,1,"Surrey Heartlands"
"H81021",2016,"The Mill Medical Practice","Overall","Overall","Outstanding","N",8.07053984,1,"Surrey Heartlands"
"H81022",2019,"Chiddingfold Surgery","Overall","Overall","Good","N",9.544947747,1,"Surrey Heartlands"
"H81023",2023,"Lingfield Surgery","Overall","Overall","Good","N",14.34764708,1,"Surrey Heartlands"
"H81024",2018,"York House Medical Centre","Overall","Overall","Good","N",11.1268490875,1,"Surrey Heartlands"
"H81025",2019,"The Family Practice","Overall","Overall","Good","N",9.141801575,1,"Surrey Heartlands"
"H81026",2016,"DR A S Cook & Partners","Overall","Overall","Outstanding","N",9.563904526,1,"Surrey Heartlands"
"H81027",2019,"The Ferns Medical Practice","Overall","Overall","Good","N",8.577243645,1,"Frimley"
"H81028",2019,"Dorking Medical Practice","Overall","Overall","Good","N",10.37063644,1,"Surrey Heartlands"
"H81029",2019,"Dapdune House Surgery","Overall","Overall","Good","N",11.20260782,1,"Surrey Heartlands"
"H81030",2016,"Greystone House Surgery","Overall","Overall","Good","N",11.403247835,2,"Surrey Heartlands"
"H81031",2019,"Dr. Wilks & Partners","Overall","Overall","Good","N",8.548148009,1,"Surrey Heartlands"
"H81032",2022,"Heathcot Medical Practice","Overall","Overall","Requires improvement","N",9.993750612,1,"Surrey Heartlands"
"H81033",2019,"Chertsey Health Centre","Overall","Overall","Good","N",14.96937561,2,"Surrey Heartlands"
"H81034",2016,"Madeira Medical","Overall","Overall","Good","N",7.28966826225,1,"Surrey Heartlands"
"H81035",2023,"Merrow Park Surgery","Overall","Overall","Good","N",6.281785997,1,"Surrey Heartlands"
"H81036",2016,"Parishes Bridge Medical Practice","Overall","Overall","Good","N",7.926701547,1,"Surrey Heartlands"
"H81037",2019,"Birchwood Medical Practice","Overall","Overall","Requires improvement","Y",13.13708285,1,"Surrey Heartlands"
"H81038",2019,"Littleton Surgery","Overall","Overall","Good","N",6.037385122,1,"Surrey Heartlands"
"H81039",2018,"Park House Surgery","Overall","Overall","Good","N",8.82914551225,1,"Frimley"
"H81040",2016,"Station Road Surgery","Overall","Overall","Good","N",7.74407649725,1,"Frimley"
"H81041",2016,"Southview Medical Practice","Overall","Overall","Good","N",11.30425402,2,"Surrey Heartlands"
"H81042",2016,"Crouch Oak Family Practice","Overall","Overall","Good","N",12.2406670175,2,"Surrey Heartlands"
"H81043",2019,"Wonersh Surgery","Overall","Overall","Good","N",6.201407432,1,"Surrey Heartlands"
"H81044",2016,"Springfield Surgery","Overall","Overall","Good","N",7.26600167675,1,"Surrey Heartlands"
"H81045",2016,"Caterham Valley Medical Practice","Overall","Overall","Good","N",10.27636988,1,"Surrey Heartlands"
"H81046",2022,"Wayside Medical Practice","Overall","Overall","Good","N",13.7996515,1,"Surrey Heartlands"
"H81047",2017,"The Health Centre","Overall","Overall","Good","N",10.0030565195,1,"Frimley"
"H81048",2023,"Holmhurst Medical Centre","Overall","Overall","Good","N",10.97096869,1,"Surrey Heartlands"
"H81050",2016,"Wey Family Practice","Overall","Overall","Good","N",7.30197309875,1,"Surrey Heartlands"
"H81051",2018,"Derby Medical Centre","Overall","Overall","Good","N",10.6218268,1,"Surrey Heartlands"
"H81052",2019,"Cranleigh Medical Practice","Overall","Overall","Good","N",7.723011341,1,"Surrey Heartlands"
"H81053",2016,"Dr Karen Nevin & Partners","Overall","Overall","Good","N",9.33127807275,1,"Surrey Heartlands"
"H81055",2017,"The Hawthorns Surgery","Overall","Overall","Good","N",11.72261492,1,"Surrey Heartlands"
"H81056",2019,"Oxted Health Centre","Overall","Overall","Good","N",10.17489108,1,"Surrey Heartlands"
"H81057",2016,"Fordbridge Medical Centre","Overall","Overall","Good","N",12.9807374775,2,"Surrey Heartlands"
"H81058",2022,"Woodlands Surgery","Overall","Overall","Good","N",12.17171782,1,"Surrey Heartlands"
"H81060",2017,"Townhill Medical Practice","Overall","Overall","Good","Y",10.359120865,1,"Surrey Heartlands"
"H81061",2016,"Hillview Medical Centre","Overall","Overall","Good","N",10.2367336655,1,"Surrey Heartlands"
"H81062",2016,"Haslemere Health Centre","Overall","Overall","Good","N",6.63950395375,1,"Surrey Heartlands"
"H81064",2019,"The Fairlands Practice","Overall","Overall","Good","N",10.52237845,1,"Surrey Heartlands"
"H81065",2017,"Hersham Surgery","Overall","Overall","Good","N",10.0481994025,1,"Surrey Heartlands"
"H81066",2023,"Grove Medical Centre","Overall","Overall","Good","N",11.56419607,1,"Surrey Heartlands"
"H81067",2018,"Cobham Health Centre","Overall","Overall","Good","N",9.7631222385,1,"Surrey Heartlands"
"H81068",2016,"Tanners Meadow Surgery","Overall","Overall","Good","N",10.9137197725,1,"Surrey Heartlands"
"H81069",2016,"Park Road Group Practice","Overall","Overall","Outstanding","N",10.18594851675,1,"Frimley"
"H81070",2018,"Heathcote Medical Centre","Overall","Overall","Good","N",8.53406030525,1,"Surrey Heartlands"
"H81071",2022,"Ashley Centre Surgery","Overall","Overall","Good","N",11.48624742,1,"Surrey Heartlands"
"H81072",2016,"Dr Monella & Partners","Overall","Overall","Outstanding","N",9.4253425325,1,"Surrey Heartlands"
"H81073",2023,"Church Street Practice","Overall","Overall","Good","N",6.752867144,1,"Surrey Heartlands"
"H81074",2018,"St Stephens House Surgery","Overall","Overall","Good","N",5.5018124335,1,"Surrey Heartlands"
"H81075",2016,"Dr Fraser & Partners","Overall","Overall","Good","N",10.162853525,1,"Frimley"
"H81076",2023,"Grayshott Surgery","Overall","Overall","Requires improvement","N",7.307568465,1,"Surrey Heartlands"
"H81077",2019,"Shere Surgery/Dispensary","Overall","Overall","Good","N",9.61143692,1,"Surrey Heartlands"
"H81078",2017,"Glenlyn Medical Centre","Overall","Overall","Good","N",7.825169041,1,"Surrey Heartlands"
"H81080",2015,"The Longcroft Clinic","Overall","Overall","Good","N",7.63204977,1,"Surrey Heartlands"
"H81081",2016,"Tadworth Medical Centre","Overall","Overall","Good","N",11.7648356675,2,"Surrey Heartlands"
"H81082",2016,"Dr Fisher & Partners","Overall","Overall","Good","N",12.0086524625,2,"Frimley"
"H81083",2019,"The Moat House Surgery","Overall","Overall","Good","Y",18.4288371,2,"Surrey Heartlands"
"H81084",2019,"East Horsley Medical Centre","Overall","Overall","Good","N",5.456849942,1,"Surrey Heartlands"
"H81085",2016,"St Luke's Surgery","Overall","Overall","Good","N",7.53680790975,1,"Surrey Heartlands"
"H81086",2017,"Thorkhill Surgery","Overall","Overall","Good","N",5.081442474,1,"Surrey Heartlands"
"H81087",2016,"St David's Family Practice","Overall","Overall","Good","N",23.51503973,4,"Surrey Heartlands"
"H81088",2017,"Downing Street Group Practice","Overall","Overall","Good","N",7.5119010325,1,"Frimley"
"H81089",2021,"Dr P Kerr & Partners","Overall","Overall","Good","N",8.993285714,1,"Surrey Heartlands"
"H81090",2017,"Dr de Lusignan and Partners","Overall","Overall","Good","N",11.39455912,1,"Surrey Heartlands"
"H81091",2020,"Spring Street Surgery","Overall","Overall","Good","Y",8.347978477,1,"Surrey Heartlands"
"H81094",2017,"The Red Practice","Overall","Overall","Good","N",11.344062935,1,"Surrey Heartlands"
"H81095",2022,"Yellow Practice","Overall","Overall","Requires improvement","N",11.90522972,1,"Surrey Heartlands"
"H81099",2016,"Esher Green Surgery","Overall","Overall","Good","N",7.12665827575,1,"Surrey Heartlands"
"H81103",2017,"Eastwick Park Medical Practice","Overall","Overall","Good","N",5.753024526,1,"Surrey Heartlands"
"H81104",2016,"Stanwell Road Surgery","Overall","Overall","Good","N",13.9988603275,2,"Surrey Heartlands"
"H81107",2018,"Oxshott Medical Practice","Overall","Overall","Good","N",4.81757598825,1,"Surrey Heartlands"
"H81109",2017,"Capelfield Surgery","Overall","Overall","Good","N",4.618770357,1,"Surrey Heartlands"
"H81110",2020,"Holly Tree Surgery","Overall","Overall","Good","N",5.297031118,1,"Frimley"
"H81111",2017,"Virginia Water Medical Practice","Overall","Overall","Good","N",5.5037858915,1,"Surrey Heartlands"
"H81113",2017,"The Leith Hill Practice","Overall","Overall","Good","N",12.78410194,2,"Surrey Heartlands"
"H81116",2017,"Elizabeth House Medical Practice","Overall","Overall","Good","N",10.244792049,1,"Surrey Heartlands"
"H81119",2018,"Warlingham Green Medical Practice","Overall","Overall","Good","N",11.4825544025,1,"Surrey Heartlands"
"H81122",2016,"The Hythe Medical Centre","Overall","Overall","Good","N",12.1558510975,2,"Surrey Heartlands"
"H81123",2016,"Dr Munira Mohamed","Overall","Overall","Good","N",21.7220051725,3,"Surrey Heartlands"
"H81126",2016,"Tattenham Health Centre","Overall","Overall","Good","N",7.558175417,1,"Surrey Heartlands"
"H81128",2019,"Vine Medical Centre","Overall","Overall","Good","N",8.390957016,1,"Surrey Heartlands"
"H81129",2017,"Pirbright Surgery","Overall","Overall","Good","N",6.0706029915,1,"Surrey Heartlands"
"H81130",2019,"Lightwater Surgery","Overall","Overall","Good","N",5.225127149,1,"Frimley"
"H81131",2018,"Dr Samy Morcos","Overall","Overall","Good","N",11.5214132275,1,"Surrey Heartlands"
"H81132",2021,"The Guildford Rivers Practice","Overall","Overall","Good","N",9.246860418,1,"Surrey Heartlands"
"H81133",2016,"The Integrated Care Partnership","Overall","Overall","Good","N",8.86655294775,1,"Surrey Heartlands"
"H81134",2016,"Staines Health Group","Overall","Overall","Good","N",11.144597115,1,"Surrey Heartlands"
"H81613",2016,"Stoneleigh Surgery","Overall","Overall","Good","N",4.79024369925,1,"Surrey Heartlands"
"H81615",2016,"Farnham Dene Medical Practice","Overall","Overall","Good","N",6.4259158065,1,"Frimley"
"H81618",2023,"The Molebridge Practice North Leatherhead Clinic","Overall","Overall","Good","N",9.32331969,1,"Surrey Heartlands"
"H81632",2017,"The Orchard Surgery","Overall","Overall","Good","N",13.149341365,2,"Surrey Heartlands"
"H81638",2016,"Modality East Surrey Medical Practice","Overall","Overall","Good","Y",14.0412486875,2,"Surrey Heartlands"
"H81641",2018,"College Road Surgery","Overall","Overall","Good","N",19.6824904,3,"Surrey Heartlands"
"H81642",2017,"Dr George Kamil","Overall","Overall","Good","N",14.69078032,2,"Surrey Heartlands"
"H81643",2018,"Maybury Surgery","Overall","Overall","Good","N",19.19589715,3,"Surrey Heartlands"
"H81644",2016,"Dr Susanne Senhenn","Overall","Overall","Good","N",8.900076021,1,"Surrey Heartlands"
"H81656",2019,"Shadbolt Park House Surgery","Overall","Overall","Good","N",6.195673606,1,"Surrey Heartlands"
"H81658",2019,"Ottershaw Surgery","Overall","Overall","Good","Y",9.954545968,1,"Surrey Heartlands"
